Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Ford,184959,4,4,1.00,1,1,1.00,0,2,0.00,6,15,0.40,2,3,0.67
Barton,188422,1,1,1.00,0,0,0.00,1,4,0.25,2,7,0.29,3,5,0.60
Song,179782,3,3,1.00,29,53,0.55,29,54,0.54,43,101,0.43,8,20,0.40
Berry,191833,0,0,0.00,12,20,0.60,1,2,0.50,0,1,0.00,0,2,0.00
Baker,188205,0,0,0.00,8,11,0.73,0,0,0.00,0,0,0.00,0,0,0.00
Blanton,179161,0,0,0.00,1,5,0.20,3,6,0.50,2,15,0.13,0,2,0.00
Bergen,178629,2,3,0.67,4,4,1.00,4,10,0.40,6,14,0.43,7,17,0.41
Russo,184436,11,11,1.00,5,7,0.71,15,34,0.44,11,23,0.48,13,35,0.37
Briscoe,174037,39,72,0.54,5,12,0.42,38,117,0.32,21,55,0.38,198,421,0.47
Stepania,187310,1,1,1.00,15,20,0.75,16,24,0.67,26,74,0.35,2,6,0.33
Ndiaye,187802,4,7,0.57,95,145,0.66,12,24,0.50,1,2,0.50,18,33,0.55
Hasanovi&cacute;,188930,1,2,0.50,259,407,0.64,4,12,0.33,1,1,1.00,9,18,0.50
Weaver,170169,6,9,0.67,260,417,0.62,40,80,0.50,29,87,0.33,17,42,0.40
Ray,173446,16,30,0.53,21,39,0.54,61,120,0.51,70,214,0.33,56,114,0.49
Watson,172342,0,1,0.00,46,66,0.70,15,25,0.60,4,12,0.33,1,1,1.00
Vitale,179039,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00,0,0,0.00
Carroll,182009,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hills,180655,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Steele,169827,16,20,0.80,63,138,0.46,77,155,0.50,87,259,0.34,41,93,0.44
Nunez,169011,2,2,1.00,40,62,0.65,6,17,0.35,5,17,0.29,7,16,0.44
Beck,178605,5,13,0.38,68,161,0.42,30,66,0.45,59,150,0.39,48,106,0.45
Baker,185839,2,4,0.50,6,8,0.75,10,23,0.43,6,26,0.23,5,10,0.50
Canfield,171217,73,115,0.63,19,42,0.45,84,202,0.42,88,280,0.31,223,481,0.46
Goodman,191664,2,2,1.00,16,27,0.59,7,31,0.23,15,38,0.39,4,7,0.57
Bright,183844,50,62,0.81,22,49,0.45,63,148,0.43,59,201,0.29,95,202,0.47
Elliott,189613,19,28,0.68,20,35,0.57,22,52,0.42,23,76,0.30,43,76,0.57
Copeland,177256,0,1,0.00,54,97,0.56,9,18,0.50,2,6,0.33,3,12,0.25
Gray,190597,4,4,1.00,69,146,0.47,8,22,0.36,10,16,0.62,11,19,0.58
Sinclair,189817,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
House,186087,1,1,1.00,0,3,0.00,1,1,1.00,0,5,0.00,3,5,0.60
Wagner,179060,7,8,0.88,54,84,0.64,55,111,0.50,129,287,0.45,12,28,0.43
Powell,172449,0,1,0.00,48,87,0.55,1,5,0.20,0,0,0.00,3,5,0.60
Duskin,192242,0,0,0.00,83,148,0.56,2,10,0.20,5,15,0.33,2,6,0.33
Larsen,177920,53,80,0.66,39,63,0.62,63,144,0.44,67,186,0.36,159,349,0.46
Davey,187660,11,14,0.79,7,9,0.78,23,49,0.47,25,89,0.28,15,30,0.50
Allen,181100,3,4,0.75,251,412,0.61,4,14,0.29,0,1,0.00,8,16,0.50
Lewis,181544,17,22,0.77,6,17,0.35,18,38,0.47,30,81,0.37,32,68,0.47
Correa,189001,0,0,0.00,5,14,0.36,0,1,0.00,0,0,0.00,1,2,0.50
Whitson,189401,0,0,0.00,1,2,0.50,0,5,0.00,3,8,0.38,1,4,0.25
Caldwell,169456,58,69,0.84,56,82,0.68,70,180,0.39,31,86,0.36,111,210,0.53
Kearns,187577,1,2,0.50,48,86,0.56,3,7,0.43,2,2,1.00,3,5,0.60
Leary,177787,2,4,0.50,39,61,0.64,25,52,0.48,31,89,0.35,10,18,0.56
Bates,177934,2,4,0.50,245,393,0.62,19,31,0.61,1,2,0.50,24,41,0.59
Lopez,192043,0,0,0.00,7,11,0.64,3,9,0.33,2,12,0.17,0,0,0.00
Robertson,188836,0,0,0.00,15,24,0.62,0,3,0.00,0,0,0.00,0,0,0.00
Hauge,182904,2,4,0.50,250,387,0.65,30,65,0.46,14,30,0.47,22,50,0.44
Pittman,187210,31,45,0.69,31,52,0.60,25,64,0.39,52,154,0.34,37,64,0.58
Ruiz,186844,55,68,0.81,11,21,0.52,37,88,0.42,51,144,0.35,123,255,0.48
Rogers,177872,42,55,0.76,36,59,0.61,48,106,0.45,94,261,0.36,53,101,0.52
Boyd,178006,2,4,0.50,129,213,0.61,14,42,0.33,16,50,0.32,10,35,0.29
Benjamin,172745,18,27,0.67,5,7,0.71,20,55,0.36,21,52,0.40,64,153,0.42
Wall,179604,10,11,0.91,10,24,0.42,24,43,0.56,25,74,0.34,8,23,0.35
McFadden,179916,1,1,1.00,3,4,0.75,1,3,0.33,2,2,1.00,0,0,0.00
Howe,177674,7,7,1.00,113,199,0.57,48,121,0.40,63,167,0.38,8,23,0.35
Andrews,179646,3,3,1.00,11,16,0.69,4,8,0.50,1,3,0.33,3,6,0.50
Glover,170893,10,14,0.71,148,253,0.58,10,28,0.36,19,57,0.33,45,77,0.58
Hughes,191070,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Peters,176645,39,53,0.74,45,89,0.51,74,175,0.42,124,325,0.38,53,117,0.45
Armenta,169718,37,49,0.76,91,173,0.53,46,108,0.43,66,190,0.35,151,311,0.49
Floyd,171957,4,6,0.67,276,497,0.56,17,30,0.57,1,2,0.50,11,26,0.42
Ervin,190868,28,33,0.85,13,24,0.54,14,48,0.29,49,126,0.39,18,48,0.38
James,181057,108,159,0.68,14,28,0.50,97,208,0.47,94,249,0.38,376,788,0.48
Reimer,174099,2,4,0.50,80,164,0.49,5,8,0.62,0,3,0.00,15,32,0.47
Colombo,182681,0,0,0.00,3,4,0.75,4,4,1.00,1,8,0.12,0,0,0.00
Morgan,178728,0,0,0.00,13,23,0.57,2,6,0.33,1,1,1.00,3,4,0.75
Harter,188310,1,2,0.50,2,5,0.40,3,7,0.43,3,18,0.17,2,2,1.00
Goode,183686,23,30,0.77,36,57,0.63,26,69,0.38,37,119,0.31,30,67,0.45
Givens,190822,0,0,0.00,13,23,0.57,2,5,0.40,3,9,0.33,1,2,0.50
Earl,186237,4,4,1.00,77,142,0.54,5,13,0.38,0,5,0.00,8,22,0.36
Staples,174942,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Saunders,180945,10,13,0.77,35,75,0.47,44,95,0.46,89,186,0.48,15,35,0.43
Ottonello,181956,3,9,0.33,146,270,0.54,16,26,0.62,0,0,0.00,29,59,0.49
Shaffer,177919,0,0,0.00,259,440,0.59,1,11,0.09,0,2,0.00,1,5,0.20
Bair,177673,101,133,0.76,28,48,0.58,91,183,0.50,88,233,0.38,211,393,0.54
Longo,177909,17,27,0.63,6,7,0.86,21,49,0.43,16,56,0.29,67,131,0.51
Aguirre,185699,8,10,0.80,18,44,0.41,18,43,0.42,14,49,0.29,9,16,0.56
Gray,185831,0,0,0.00,52,94,0.55,1,6,0.17,1,7,0.14,4,4,1.00
Dees,173679,25,34,0.74,12,18,0.67,27,57,0.47,33,103,0.32,24,61,0.39
Radford,175926,67,100,0.67,19,36,0.53,39,132,0.30,58,180,0.32,247,508,0.49
Schwab,180117,0,0,0.00,116,177,0.66,6,21,0.29,0,0,0.00,0,3,0.00
Lewis,189384,0,0,0.00,9,18,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Bowie,188766,1,1,1.00,5,7,0.71,3,7,0.43,4,9,0.44,4,6,0.67
Ely,181735,0,0,0.00,0,1,0.00,0,0,0.00,1,3,0.33,2,4,0.50
Heredia,175941,14,24,0.58,61,108,0.56,45,124,0.36,82,219,0.37,38,101,0.38
Hamilton,191801,1,3,0.33,132,215,0.61,13,25,0.52,10,24,0.42,8,18,0.44
Parker,169073,2,4,0.50,223,378,0.59,25,49,0.51,23,62,0.37,12,34,0.35
Sutcliffe,185534,58,76,0.76,31,57,0.54,45,115,0.39,68,226,0.30,46,89,0.52
Rushing,175393,130,176,0.74,31,54,0.57,95,226,0.42,136,367,0.37,406,799,0.51
Register,178556,1,2,0.50,71,161,0.44,21,48,0.44,25,64,0.39,9,14,0.64
Scully,192013,6,7,0.86,2,4,0.50,7,17,0.41,4,16,0.25,3,5,0.60
McLean,182105,2,3,0.67,7,12,0.58,6,11,0.55,7,22,0.32,1,2,0.50
Conklin,173324,26,42,0.62,13,27,0.48,10,40,0.25,35,113,0.31,63,117,0.54
Howe,175533,5,8,0.62,12,23,0.52,3,10,0.30,10,38,0.26,7,12,0.58
Rollins,188150,1,1,1.00,0,2,0.00,3,4,0.75,2,6,0.33,0,0,0.00
Whitfield,183948,0,1,0.00,19,35,0.54,0,5,0.00,1,6,0.17,1,5,0.20
Francis,183968,0,0,0.00,1,2,0.50,0,1,0.00,0,3,0.00,0,1,0.00
Garner,187966,1,1,1.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Norman,171247,10,15,0.67,45,101,0.45,32,90,0.36,51,159,0.32,38,83,0.46
McDaniels,179166,4,6,0.67,140,256,0.55,17,39,0.44,5,18,0.28,15,39,0.38
Gross,173422,2,2,1.00,195,312,0.62,14,26,0.54,13,35,0.37,16,27,0.59
Cecil,171048,79,97,0.81,17,31,0.55,43,134,0.32,29,90,0.32,162,314,0.52
Hodge,176100,98,145,0.68,15,23,0.65,82,203,0.40,45,125,0.36,376,742,0.51
Fuchs,178876,7,9,0.78,28,52,0.54,20,53,0.38,19,63,0.30,19,38,0.50
Ward,199650,4,6,0.67,17,44,0.39,13,25,0.52,16,29,0.55,5,9,0.56
Krieg,185280,39,62,0.63,7,17,0.41,36,101,0.36,41,106,0.39,133,281,0.47
Bradley,180382,1,2,0.50,110,188,0.59,7,12,0.58,2,11,0.18,4,10,0.40
Bledsoe,179267,1,2,0.50,1,4,0.25,6,11,0.55,7,19,0.37,0,1,0.00
Gilmore,181358,12,13,0.92,5,12,0.42,14,27,0.52,39,82,0.48,5,11,0.45
Shaver,183708,0,0,0.00,9,19,0.47,3,11,0.27,5,18,0.28,2,3,0.67
Guzman,202530,1,1,1.00,22,32,0.69,0,1,0.00,0,3,0.00,2,2,1.00
Madison,187426,3,3,1.00,3,5,0.60,4,15,0.27,7,21,0.33,2,5,0.40
Albert,189199,2,2,1.00,0,0,0.00,2,6,0.33,5,19,0.26,2,5,0.40
Pollard,178789,1,2,0.50,77,103,0.75,36,68,0.53,58,137,0.42,3,6,0.50
Patrick,185857,0,0,0.00,10,19,0.53,0,3,0.00,0,1,0.00,0,1,0.00
Schneider,183078,40,46,0.87,11,20,0.55,27,56,0.48,35,122,0.29,27,58,0.47
Cowley,198778,7,21,0.33,84,133,0.63,60,133,0.45,97,274,0.35,33,91,0.36
Wendt,186760,11,13,0.85,225,351,0.64,28,66,0.42,30,79,0.38,26,65,0.40
Hale,168915,1,2,0.50,198,359,0.55,2,11,0.18,1,2,0.50,9,23,0.39
Littleton,177186,112,144,0.78,29,46,0.63,79,154,0.51,126,320,0.39,202,392,0.52
Vasiliauskas,187358,17,19,0.89,21,37,0.57,53,120,0.44,1,1,1.00,31,65,0.48
McDonald,180667,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Whitt,174606,21,26,0.81,83,164,0.51,46,116,0.40,96,251,0.38,59,129,0.46
Pickering,185354,8,11,0.73,190,291,0.65,7,35,0.20,7,33,0.21,28,54,0.52
Pavlovi&cacute;,189490,2,2,1.00,260,451,0.58,51,104,0.49,30,92,0.33,10,31,0.32
Jansons,186686,30,51,0.59,22,40,0.55,25,81,0.31,43,108,0.40,122,257,0.47
Compton,175160,45,71,0.63,25,42,0.60,65,170,0.38,108,306,0.35,194,422,0.46
Mota,202210,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Young,202218,0,0,0.00,3,3,1.00,0,1,0.00,1,3,0.33,0,0,0.00
Beall,175835,1,2,0.50,57,102,0.56,7,18,0.39,11,32,0.34,3,5,0.60
Hughes,185852,27,42,0.64,31,67,0.46,59,136,0.43,98,308,0.32,52,103,0.50
Russo,177112,1,2,0.50,0,0,0.00,0,4,0.00,0,2,0.00,1,5,0.20
Powers,186724,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Gill,169785,13,17,0.76,74,129,0.57,45,76,0.59,72,190,0.38,45,89,0.51
Stringer,169747,3,4,0.75,141,240,0.59,55,127,0.43,61,151,0.40,10,33,0.30
Fortune,171900,4,7,0.57,84,155,0.54,19,36,0.53,7,21,0.33,33,54,0.61
Sell,174371,29,36,0.81,33,50,0.66,29,82,0.35,61,182,0.34,54,109,0.50
Douglas,177587,62,85,0.73,9,18,0.50,78,150,0.52,42,105,0.40,272,546,0.50
Winkler,188503,1,2,0.50,0,1,0.00,1,5,0.20,5,15,0.33,2,7,0.29
Arrington,180462,15,21,0.71,8,21,0.38,11,37,0.30,12,55,0.22,19,45,0.42
Sherrill,186869,0,0,0.00,50,119,0.42,13,24,0.54,1,9,0.11,1,6,0.17
Taylor,187097,7,11,0.64,14,31,0.45,21,46,0.46,50,158,0.32,9,23,0.39
Duncan,187662,12,17,0.71,38,80,0.47,42,103,0.41,55,169,0.33,6,17,0.35
Russo,183071,0,0,0.00,0,0,0.00,0,0,0.00,0,6,0.00,2,2,1.00
Salmon,179676,4,5,0.80,135,250,0.54,28,72,0.39,75,201,0.37,11,20,0.55
Leuko,183410,2,4,0.50,217,424,0.51,31,70,0.44,25,67,0.37,12,28,0.43
Amaro,191342,3,3,1.00,151,260,0.58,6,15,0.40,6,15,0.40,9,20,0.45
Frazier,191956,27,42,0.64,25,41,0.61,52,122,0.43,82,283,0.29,34,70,0.49
Mueller,176077,75,106,0.71,45,71,0.63,97,231,0.42,8,38,0.21,290,543,0.53
Phipps,183841,28,38,0.74,19,40,0.47,46,93,0.49,72,217,0.33,38,73,0.52
Rubio,184535,20,28,0.71,31,56,0.55,9,36,0.25,14,33,0.42,56,137,0.41
Kuol,194026,1,1,1.00,26,57,0.46,4,8,0.50,2,12,0.17,1,2,0.50
Carlson,181696,3,5,0.60,32,50,0.64,23,61,0.38,37,112,0.33,6,15,0.40
Ross,183422,0,1,0.00,2,8,0.25,1,2,0.50,4,8,0.50,2,5,0.40
Wiley,177104,0,0,0.00,0,2,0.00,2,3,0.67,0,0,0.00,0,0,0.00
Hammond,185836,16,17,0.94,10,21,0.48,24,52,0.46,42,102,0.41,10,25,0.40
Ramsey,186038,1,1,1.00,242,410,0.59,16,46,0.35,10,31,0.32,5,9,0.56
Covarrubias,189559,0,1,0.00,22,31,0.71,1,4,0.25,0,1,0.00,1,2,0.50
Koch,190982,5,5,1.00,3,4,0.75,3,4,0.75,8,31,0.26,2,2,1.00
Bishop,186464,9,14,0.64,6,12,0.50,11,32,0.34,22,54,0.41,16,52,0.31
Anti&cacute;,188770,17,22,0.77,68,127,0.54,50,107,0.47,95,269,0.35,52,100,0.52
Morse,177376,4,6,0.67,72,125,0.58,14,28,0.50,3,18,0.17,20,35,0.57
Milton,172065,77,95,0.81,9,19,0.47,60,126,0.48,109,262,0.42,186,399,0.47
Stokes,179737,181,263,0.69,163,273,0.60,114,333,0.34,184,516,0.36,350,707,0.50
Abbott,183234,3,4,0.75,29,48,0.60,12,33,0.36,17,66,0.26,11,20,0.55
George,185226,1,2,0.50,170,290,0.59,23,59,0.39,11,30,0.37,8,15,0.53
Givens,181604,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
Brewer,179905,0,0,0.00,20,38,0.53,9,25,0.36,14,50,0.28,2,8,0.25
Cooke,200942,0,0,0.00,22,43,0.51,13,30,0.43,9,25,0.36,0,3,0.00
Benavides,176294,3,5,0.60,116,189,0.61,16,39,0.41,3,8,0.38,9,20,0.45
Brooks,188548,0,0,0.00,1,1,1.00,1,4,0.25,2,5,0.40,0,1,0.00
Jankowski,188860,1,1,1.00,0,0,0.00,0,1,0.00,0,3,0.00,1,1,1.00
Fenton,180389,0,0,0.00,5,12,0.42,0,1,0.00,0,0,0.00,0,0,0.00
Harris,181750,8,14,0.57,3,6,0.50,11,30,0.37,10,31,0.32,41,80,0.51
Sample,187081,15,19,0.79,4,7,0.57,21,39,0.54,25,85,0.29,20,40,0.50
Chitwood,171517,27,30,0.90,15,25,0.60,23,48,0.48,128,290,0.44,11,26,0.42
Ishikawa,187564,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Giordano,186462,0,1,0.00,0,0,0.00,0,1,0.00,0,1,0.00,1,1,1.00
Rider,177161,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Harding,173387,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stone,177428,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,1,0.00
Haskell,175565,2,2,1.00,177,303,0.58,9,20,0.45,1,3,0.33,5,10,0.50
Dent,173355,35,56,0.62,5,8,0.62,30,84,0.36,26,78,0.33,183,360,0.51
Cleveland,172099,0,0,0.00,120,179,0.67,16,33,0.48,6,20,0.30,3,7,0.43
Clark,170558,15,17,0.88,34,60,0.57,27,54,0.50,83,225,0.37,16,27,0.59
Hedrick,175955,19,24,0.79,81,133,0.61,64,126,0.51,87,229,0.38,42,84,0.50
Belyakov,200002,2,4,0.50,86,170,0.51,5,18,0.28,4,19,0.21,5,8,0.62
Radford,171262,4,8,0.50,196,311,0.63,16,39,0.41,12,35,0.34,8,19,0.42
Ridgeway,172445,94,119,0.79,65,106,0.61,75,191,0.39,110,304,0.36,166,344,0.48
Rowen,181996,15,18,0.83,12,16,0.75,16,44,0.36,28,101,0.28,17,36,0.47
Lamb,181870,96,126,0.76,27,35,0.77,80,186,0.43,124,298,0.42,207,416,0.50
Carbone,172821,5,6,0.83,104,191,0.54,29,49,0.59,20,37,0.54,13,30,0.43
Moss,186860,37,50,0.74,9,17,0.53,26,75,0.35,33,92,0.36,78,160,0.49
Alexander,177026,1,2,0.50,2,2,1.00,1,1,1.00,2,4,0.50,1,4,0.25
Everhart,190124,0,1,0.00,1,6,0.17,3,5,0.60,2,4,0.50,3,3,1.00
Contreras,189788,0,0,0.00,9,13,0.69,2,5,0.40,1,2,0.50,0,0,0.00
Fisher,188180,0,0,0.00,18,26,0.69,2,3,0.67,1,2,0.50,1,3,0.33
Moore,186121,0,0,0.00,0,0,0.00,1,3,0.33,2,8,0.25,2,2,1.00
Bowie,186272,0,0,0.00,0,0,0.00,0,3,0.00,0,3,0.00,1,1,1.00
Johnson,177477,0,0,0.00,1,1,1.00,2,4,0.50,0,1,0.00,0,1,0.00
Agee,190373,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Hofman,187428,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McAdams,174856,16,22,0.73,71,158,0.45,65,135,0.48,85,240,0.35,42,97,0.43
Hightower,177988,9,17,0.53,184,351,0.52,14,31,0.45,0,1,0.00,51,108,0.47
Kerr,182370,0,3,0.00,216,471,0.46,10,23,0.43,0,2,0.00,10,26,0.38
Whitten,190195,20,22,0.91,23,45,0.51,27,58,0.47,62,181,0.34,13,37,0.35
Walsh,178904,15,17,0.88,177,327,0.54,42,82,0.51,0,2,0.00,21,42,0.50
Bates,183940,38,48,0.79,17,38,0.45,57,126,0.45,85,222,0.38,48,106,0.45
Wood,186653,3,4,0.75,50,84,0.60,27,79,0.34,2,4,0.50,10,12,0.83
Giordano,191640,0,0,0.00,1,1,1.00,4,9,0.44,6,15,0.40,1,2,0.50
Roberts,174957,22,31,0.71,30,47,0.64,85,192,0.44,3,11,0.27,26,69,0.38
Pope,179765,22,34,0.65,4,5,0.80,21,59,0.36,17,57,0.30,78,179,0.44
Reed,174046,8,9,0.89,40,74,0.54,35,94,0.37,76,186,0.41,36,68,0.53
Ferrara,177252,2,4,0.50,174,314,0.55,21,54,0.39,19,51,0.37,18,43,0.42
Stephens,174806,0,4,0.00,109,214,0.51,5,36,0.14,4,15,0.27,11,30,0.37
Reece,179232,33,39,0.85,28,53,0.53,39,99,0.39,117,328,0.36,40,101,0.40
Curry,171353,50,78,0.64,23,34,0.68,49,131,0.37,34,126,0.27,149,355,0.42
Evans,178847,2,2,1.00,112,219,0.51,14,33,0.42,11,29,0.38,6,16,0.38
Abbott,175836,16,25,0.64,11,19,0.58,20,48,0.42,20,68,0.29,42,82,0.51
Mejia,191800,2,3,0.67,0,1,0.00,2,7,0.29,0,5,0.00,4,6,0.67
Hatfield,189350,3,4,0.75,23,47,0.49,10,25,0.40,10,28,0.36,4,12,0.33
Ingram,179887,11,14,0.79,11,21,0.52,14,51,0.27,21,78,0.27,25,52,0.48
Clary,175422,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Fields,182905,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Peters,170613,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bates,184860,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Henry,182047,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Colombo,187101,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Lott,186503,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Johnston,185649,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Heckman,183657,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Norwood,181628,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Forte,191822,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Seal,173224,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Penn,181121,8,10,0.80,48,88,0.55,36,98,0.37,46,166,0.28,31,55,0.56
Conner,174589,4,6,0.67,114,250,0.46,34,70,0.49,23,60,0.38,21,47,0.45
Hoffmann,188658,0,1,0.00,186,290,0.64,5,9,0.56,0,0,0.00,3,15,0.20
Ferrara,179979,28,37,0.76,36,66,0.55,36,92,0.39,137,408,0.34,10,29,0.34
Dowdy,169521,27,40,0.68,4,11,0.36,20,51,0.39,55,168,0.33,55,110,0.50
Palmer,183129,1,3,0.33,72,132,0.55,3,10,0.30,0,6,0.00,3,5,0.60
Madsen,186229,7,12,0.58,3,5,0.60,10,20,0.50,12,26,0.46,16,35,0.46
Kova&ccaron;evi&cacute;,190066,6,8,0.75,68,130,0.52,37,85,0.44,49,124,0.40,21,46,0.46
Burk,187265,5,6,0.83,26,40,0.65,11,29,0.38,12,45,0.27,10,25,0.40
Winston,183110,15,19,0.79,11,27,0.41,15,41,0.37,37,128,0.29,15,35,0.43
Herrmann,188013,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Wilson,185691,2,2,1.00,1,3,0.33,2,9,0.22,4,14,0.29,3,6,0.50
Harley,187037,2,5,0.40,73,124,0.59,48,99,0.48,80,218,0.37,5,12,0.42
McNeal,176582,2,5,0.40,163,268,0.61,20,40,0.50,7,29,0.24,10,17,0.59
Wells,173464,3,3,1.00,218,363,0.60,4,16,0.25,0,0,0.00,15,30,0.50
Capasso,182405,107,135,0.79,37,60,0.62,71,159,0.45,154,395,0.39,171,339,0.50
Noonan,172781,99,110,0.90,26,40,0.65,97,188,0.52,158,416,0.38,240,500,0.48
Cooley,180733,30,45,0.67,13,26,0.50,23,82,0.28,32,97,0.33,82,170,0.48
Mims,183364,2,4,0.50,91,164,0.55,12,37,0.32,18,47,0.38,4,10,0.40
Grant,181527,0,0,0.00,3,4,0.75,1,4,0.25,4,11,0.36,0,0,0.00
Lawrence,188711,0,0,0.00,11,28,0.39,1,2,0.50,1,2,0.50,0,2,0.00
Grimm,180749,1,1,1.00,25,38,0.66,13,31,0.42,28,65,0.43,1,3,0.33
Guthrie,188087,6,6,1.00,2,3,0.67,6,13,0.46,2,7,0.29,3,10,0.30
Duncan,176167,27,39,0.69,50,99,0.51,64,147,0.44,17,35,0.49,124,226,0.55
Davydov,198066,3,5,0.60,140,245,0.57,31,66,0.47,8,30,0.27,11,22,0.50
Lee,177952,1,2,0.50,169,298,0.57,5,9,0.56,2,8,0.25,8,25,0.32
Kiefer,176268,58,87,0.67,33,51,0.65,79,167,0.47,119,291,0.41,197,395,0.50
Pereira,185330,78,123,0.63,25,44,0.57,97,236,0.41,69,189,0.37,331,658,0.50
Terrell,186952,7,10,0.70,22,39,0.56,26,53,0.49,26,80,0.33,15,38,0.39
Hoffman,177972,6,13,0.46,11,20,0.55,19,32,0.59,14,46,0.30,26,54,0.48
Falk,176993,1,1,1.00,134,232,0.58,6,13,0.46,13,28,0.46,4,10,0.40
Lacy,174143,40,53,0.75,14,31,0.45,28,82,0.34,26,59,0.44,86,154,0.56
Schaeffer,190093,9,11,0.82,5,6,0.83,15,40,0.38,12,38,0.32,10,19,0.53
Russo,187201,0,1,0.00,1,1,1.00,1,3,0.33,2,5,0.40,1,3,0.33
Osborn,178687,0,0,0.00,8,15,0.53,0,1,0.00,0,1,0.00,0,0,0.00
Mears,176804,4,8,0.50,3,5,0.60,7,10,0.70,4,6,0.67,7,12,0.58
Warner,185830,0,0,0.00,125,216,0.58,9,16,0.56,5,15,0.33,10,20,0.50
Hull,174420,12,21,0.57,185,359,0.52,35,68,0.51,24,65,0.37,60,134,0.45
Plummer,178533,19,26,0.73,46,79,0.58,17,76,0.22,61,171,0.36,59,139,0.42
Owen,181477,35,49,0.71,21,44,0.48,46,112,0.41,82,234,0.35,99,186,0.53
Velez,183355,95,140,0.68,36,52,0.69,69,185,0.37,92,253,0.36,308,639,0.48
Powell,175368,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Moore,179264,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Straub,189393,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Emery,181056,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Vest,178846,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Whittle,201650,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Royer,171641,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Lyman,187571,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Strange,176312,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Horne,180544,19,32,0.59,67,125,0.54,49,116,0.42,47,143,0.33,55,102,0.54
Rogers,178659,7,9,0.78,164,297,0.55,29,64,0.45,11,33,0.33,33,61,0.54
Olson,175893,10,17,0.59,104,202,0.51,18,36,0.50,6,12,0.50,48,102,0.47
Stephens,187500,40,51,0.78,18,31,0.58,65,137,0.47,64,187,0.34,85,181,0.47
Ruth,182643,28,36,0.78,29,43,0.67,42,88,0.48,56,169,0.33,54,120,0.45
Marini,183488,2,4,0.50,174,316,0.55,20,44,0.45,3,22,0.14,13,22,0.59
Gleason,188805,25,29,0.86,11,24,0.46,18,76,0.24,50,161,0.31,44,114,0.39
Waters,184454,3,4,0.75,52,94,0.55,11,30,0.37,15,48,0.31,9,16,0.56
