Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Pavlovi&cacute;,188506,17,25,0.68,55,125,0.44,67,167,0.40,132,335,0.39,52,120,0.43
Stevens,173388,23,27,0.85,134,230,0.58,24,55,0.44,18,45,0.40,67,156,0.43
Hoffmann,194514,2,2,1.00,113,209,0.54,10,21,0.48,7,17,0.41,7,22,0.32
Harrell,186143,9,16,0.56,27,49,0.55,30,81,0.37,55,170,0.32,19,43,0.44
Yates,169600,28,36,0.78,15,32,0.47,19,58,0.33,35,101,0.35,46,86,0.53
Markovi&cacute;,192970,14,17,0.82,6,13,0.46,12,30,0.40,26,72,0.36,12,32,0.38
McHenry,189639,0,0,0.00,3,3,1.00,3,7,0.43,6,16,0.38,0,0,0.00
Teterin,190178,2,3,0.67,53,96,0.55,26,57,0.46,24,77,0.31,8,20,0.40
Stiles,185256,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Wicker,184648,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gunn,190927,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Watts,187579,8,10,0.80,79,142,0.56,50,116,0.43,73,235,0.31,14,32,0.44
Ford,175279,1,1,1.00,128,209,0.61,35,93,0.38,56,147,0.38,11,20,0.55
Horvat,193562,1,2,0.50,105,168,0.62,5,22,0.23,1,15,0.07,3,11,0.27
Elrod,183293,47,62,0.76,52,85,0.61,40,96,0.42,136,402,0.34,26,58,0.45
Greene,180387,48,78,0.62,12,22,0.55,58,142,0.41,75,184,0.41,175,379,0.46
Mitchell,181143,8,12,0.67,8,10,0.80,18,33,0.55,34,111,0.31,11,19,0.58
Jamieson,181187,13,18,0.72,6,16,0.38,28,73,0.38,14,40,0.35,17,53,0.32
Merrill,181993,0,1,0.00,46,84,0.55,4,10,0.40,5,14,0.36,11,21,0.52
Rinaldi,179592,1,1,1.00,52,95,0.55,12,27,0.44,7,18,0.39,4,7,0.57
Wiles,182738,2,2,1.00,28,46,0.61,16,42,0.38,20,74,0.27,0,6,0.00
Green,190836,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Sellers,190417,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Cortes,189406,0,0,0.00,1,1,1.00,0,0,0.00,0,2,0.00,0,0,0.00
Mesa,188859,1,1,1.00,1,1,1.00,2,2,1.00,1,4,0.25,0,2,0.00
Scales,174087,3,6,0.50,78,128,0.61,30,69,0.43,84,224,0.38,25,52,0.48
Garcia,176616,8,10,0.80,229,399,0.57,24,51,0.47,5,32,0.16,30,68,0.44
Brooks,177465,9,11,0.82,253,476,0.53,8,20,0.40,0,1,0.00,31,67,0.46
Leahy,182711,27,30,0.90,37,72,0.51,22,48,0.46,89,230,0.39,13,30,0.43
Calhoun,176924,101,141,0.72,27,39,0.69,106,223,0.48,96,239,0.40,358,737,0.49
Capelli,190507,0,0,0.00,8,14,0.57,1,10,0.10,3,7,0.43,0,0,0.00
Battle,180512,28,36,0.78,13,27,0.48,28,73,0.38,39,108,0.36,43,92,0.47
Venable,191879,1,1,1.00,3,8,0.38,1,2,0.50,4,16,0.25,4,8,0.50
Latham,180699,13,20,0.65,6,10,0.60,10,24,0.42,5,22,0.23,9,15,0.60
Strong,184302,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Stephenson,186056,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hitchcock,170361,42,52,0.81,85,143,0.59,62,126,0.49,92,216,0.43,110,210,0.52
Stephenson,179412,2,3,0.67,124,211,0.59,24,51,0.47,32,98,0.33,8,16,0.50
Galindo,181126,1,2,0.50,101,184,0.55,2,3,0.67,0,0,0.00,5,10,0.50
Herrmann,181268,37,52,0.71,25,44,0.57,61,123,0.50,63,191,0.33,64,151,0.42
Collins,181683,89,122,0.73,22,29,0.76,84,203,0.41,62,171,0.36,282,590,0.48
Edwards,190420,0,1,0.00,67,125,0.54,10,34,0.29,7,19,0.37,3,10,0.30
Bliss,191065,8,10,0.80,20,30,0.67,21,51,0.41,36,108,0.33,16,32,0.50
Daniel,183555,26,36,0.72,7,11,0.64,40,81,0.49,35,92,0.38,78,174,0.45
Newton,187769,1,1,1.00,103,171,0.60,9,24,0.38,3,16,0.19,3,6,0.50
Holmes,184534,1,1,1.00,35,56,0.62,4,4,1.00,1,1,1.00,1,1,1.00
Valle,181396,0,2,0.00,13,19,0.68,1,3,0.33,3,14,0.21,6,9,0.67
Wilson,185975,1,2,0.50,1,1,1.00,0,2,0.00,0,1,0.00,0,0,0.00
Lynch,185648,0,0,0.00,2,4,0.50,0,0,0.00,0,1,0.00,0,0,0.00
Owen,185169,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00
Sales,180880,19,23,0.83,42,82,0.51,52,95,0.55,103,271,0.38,8,27,0.30
Curran,180022,2,4,0.50,183,313,0.58,7,15,0.47,7,17,0.41,11,19,0.58
Garrett,175014,4,12,0.33,131,217,0.60,58,130,0.45,61,152,0.40,40,87,0.46
Bateman,170888,13,19,0.68,7,14,0.50,12,42,0.29,41,104,0.39,41,85,0.48
McClure,170007,53,73,0.73,15,22,0.68,47,115,0.41,48,148,0.32,200,397,0.50
Tomlin,183065,0,0,0.00,60,103,0.58,9,22,0.41,11,26,0.42,1,5,0.20
Quinlan,186912,12,17,0.71,5,14,0.36,14,31,0.45,21,84,0.25,10,24,0.42
Franco,183414,0,0,0.00,0,0,0.00,0,0,0.00,2,4,0.50,0,0,0.00
Gibson,190875,1,1,1.00,0,1,0.00,1,1,1.00,1,2,0.50,0,0,0.00
Monti,180957,2,7,0.29,74,120,0.62,31,63,0.49,17,50,0.34,32,73,0.44
Burley,189243,2,2,1.00,5,6,0.83,11,20,0.55,7,20,0.35,2,7,0.29
Glenn,187883,0,0,0.00,1,2,0.50,1,3,0.33,0,0,0.00,1,2,0.50
Hartfield,190710,4,4,1.00,0,2,0.00,4,4,1.00,7,17,0.41,4,10,0.40
Olivas,187977,1,1,1.00,12,25,0.48,8,19,0.42,1,13,0.08,0,2,0.00
Frank,179792,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00,1,1,1.00
Mace,191901,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Briseno,170036,11,15,0.73,132,199,0.66,80,171,0.47,144,372,0.39,12,32,0.38
Pollock,182657,11,16,0.69,60,109,0.55,51,105,0.49,52,186,0.28,45,98,0.46
Thurman,170307,5,8,0.62,94,156,0.60,11,15,0.73,0,2,0.00,24,45,0.53
Almonte,170584,46,64,0.72,43,83,0.52,49,97,0.51,171,497,0.34,59,125,0.47
Mansfield,181384,28,33,0.85,22,31,0.71,25,69,0.36,39,117,0.33,46,103,0.45
Grace,169069,18,24,0.75,12,16,0.75,24,46,0.52,33,78,0.42,60,120,0.50
Farrell,176895,8,12,0.67,16,23,0.70,17,39,0.44,32,102,0.31,12,22,0.55
Church,184486,3,3,1.00,58,101,0.57,9,25,0.36,9,21,0.43,8,19,0.42
Cox,181516,0,1,0.00,72,136,0.53,5,8,0.62,0,1,0.00,4,11,0.36
Smith,180417,0,0,0.00,1,2,0.50,1,1,1.00,1,1,1.00,0,0,0.00
Gruber,187572,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,0,0,0.00
Barker,181926,6,9,0.67,51,101,0.50,54,110,0.49,96,266,0.36,19,41,0.46
Baumgartner,169459,81,98,0.83,39,63,0.62,77,137,0.56,82,247,0.33,129,260,0.50
Jenkins,171144,0,0,0.00,218,385,0.57,4,11,0.36,6,18,0.33,2,10,0.20
Holder,176519,25,30,0.83,10,20,0.50,28,72,0.39,29,98,0.30,23,56,0.41
Biddle,173032,63,86,0.73,8,15,0.53,39,107,0.36,43,126,0.34,207,423,0.49
Clinton,176535,2,5,0.40,121,235,0.51,15,41,0.37,22,64,0.34,13,36,0.36
Grimm,182615,29,39,0.74,5,12,0.42,21,55,0.38,19,51,0.37,63,141,0.45
Graham,186775,2,2,1.00,45,94,0.48,5,9,0.56,9,21,0.43,3,8,0.38
Lawson,183502,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Jones,188870,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Ward,191271,0,0,0.00,84,144,0.58,4,14,0.29,0,15,0.00,3,3,1.00
Sager,183693,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bolton,176821,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Brewer,177842,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Estrada,177229,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Dunne,169999,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Rossi,170221,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Butler,184753,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Reid,180203,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Shank,180087,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Love,192092,0,0,0.00,3,3,1.00,0,3,0.00,3,8,0.38,0,0,0.00
Kirkpatrick,176529,18,22,0.82,77,156,0.49,35,92,0.38,113,293,0.39,22,38,0.58
Robertson,174966,12,21,0.57,166,336,0.49,32,80,0.40,11,43,0.26,48,99,0.48
Lloyd,173849,0,2,0.00,209,396,0.53,5,10,0.50,11,38,0.29,3,11,0.27
Carrillo,173651,89,115,0.77,32,54,0.59,64,168,0.38,65,209,0.31,151,294,0.51
Adkins,170716,108,153,0.71,17,35,0.49,102,240,0.42,63,204,0.31,363,760,0.48
Dix,180685,1,3,0.33,84,169,0.50,7,18,0.39,3,13,0.23,10,18,0.56
Brett,186639,3,5,0.60,1,1,1.00,1,8,0.12,3,10,0.30,3,7,0.43
Dorsey,183010,24,41,0.59,11,32,0.34,26,80,0.33,26,93,0.28,73,137,0.53
Roberson,179302,5,10,0.50,43,64,0.67,15,46,0.33,32,92,0.35,9,22,0.41
Vann,185638,0,0,0.00,2,2,1.00,0,0,0.00,1,1,1.00,0,0,0.00
Brownlee,181861,0,0,0.00,0,0,0.00,0,2,0.00,0,1,0.00,0,0,0.00
Kato,191780,1,2,0.50,1,7,0.14,1,6,0.17,1,3,0.33,0,3,0.00
Snead,173445,8,15,0.53,39,78,0.50,33,76,0.43,43,128,0.34,32,73,0.44
Fritz,185512,2,5,0.40,120,184,0.65,26,48,0.54,9,20,0.45,10,21,0.48
McClure,179622,0,0,0.00,198,286,0.69,16,33,0.48,5,23,0.22,7,14,0.50
Terry,177653,34,44,0.77,27,40,0.68,29,75,0.39,72,212,0.34,116,210,0.55
Gall,175987,29,51,0.57,15,26,0.58,43,91,0.47,93,197,0.47,110,225,0.49
Sager,180120,33,49,0.67,10,19,0.53,42,109,0.39,20,53,0.38,119,272,0.44
Santini,181247,6,7,0.86,32,58,0.55,10,28,0.36,38,107,0.36,7,14,0.50
Keller,189719,0,0,0.00,67,111,0.60,6,8,0.75,2,12,0.17,2,4,0.50
Ravasio,184100,1,1,1.00,103,208,0.50,12,28,0.43,6,14,0.43,3,15,0.20
Austin,204910,1,1,1.00,48,85,0.56,4,8,0.50,2,9,0.22,3,6,0.50
Ayers,189939,4,7,0.57,2,6,0.33,11,25,0.44,18,49,0.37,6,17,0.35
Dixon,187035,15,18,0.83,9,16,0.56,21,56,0.38,31,82,0.38,8,17,0.47
Barone,182752,10,19,0.53,5,10,0.50,17,37,0.46,14,44,0.32,57,134,0.43
McCrary,190915,1,2,0.50,16,33,0.48,10,18,0.56,12,35,0.34,8,21,0.38
Solano,174084,35,46,0.76,47,91,0.52,48,106,0.45,128,323,0.40,58,127,0.46
Pennington,183975,1,2,0.50,321,509,0.63,9,36,0.25,1,10,0.10,7,10,0.70
Nash,181569,1,2,0.50,334,513,0.65,24,56,0.43,0,10,0.00,8,18,0.44
Petry,186940,50,68,0.74,44,79,0.56,55,107,0.51,49,133,0.37,125,247,0.51
Weaver,183081,28,39,0.72,7,15,0.47,14,42,0.33,26,75,0.35,38,94,0.40
Means,188395,1,3,0.33,6,19,0.32,8,22,0.36,9,24,0.38,5,7,0.71
McDuffie,185222,3,7,0.43,55,104,0.53,35,86,0.41,59,174,0.34,24,52,0.46
Mantovani,191555,1,1,1.00,0,0,0.00,1,3,0.33,2,4,0.50,0,0,0.00
Summers,175116,21,25,0.84,10,24,0.42,8,25,0.32,61,184,0.33,13,21,0.62
Huggins,180995,0,0,0.00,15,39,0.38,1,2,0.50,0,1,0.00,0,1,0.00
Perea,173533,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00,0,1,0.00
Campbell,174261,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00
Dean,177066,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Johansson,189524,1,1,1.00,3,9,0.33,2,6,0.33,3,10,0.30,0,2,0.00
Bouchard,182556,0,0,0.00,146,219,0.67,4,9,0.44,0,0,0.00,2,6,0.33
Stoner,189940,0,0,0.00,7,18,0.39,0,0,0.00,0,0,0.00,0,0,0.00
Mears,186061,30,35,0.86,15,25,0.60,23,53,0.43,42,101,0.42,21,50,0.42
Kirchner,184663,28,48,0.58,2,8,0.25,35,91,0.38,11,50,0.22,144,298,0.48
Carrington,173600,44,57,0.77,30,46,0.65,63,123,0.51,95,233,0.41,12,35,0.34
Carpenter,174935,73,123,0.59,7,14,0.50,76,183,0.42,57,143,0.40,328,643,0.51
Newton,176545,3,5,0.60,249,432,0.58,6,12,0.50,0,2,0.00,8,19,0.42
Milne,177539,3,5,0.60,58,127,0.46,9,17,0.53,2,2,1.00,5,9,0.56
Brooks,179776,19,34,0.56,51,94,0.54,47,106,0.44,65,156,0.42,72,152,0.47
Dodd,170201,12,18,0.67,18,35,0.51,19,39,0.49,22,77,0.29,28,55,0.51
Livingston,169436,4,7,0.57,244,392,0.62,16,33,0.48,0,0,0.00,25,59,0.42
Agee,190472,1,1,1.00,0,0,0.00,2,5,0.40,0,3,0.00,1,1,1.00
Parker,187774,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Myers,189261,0,0,0.00,1,2,0.50,0,0,0.00,0,1,0.00,0,0,0.00
Gregory,181901,22,26,0.85,36,61,0.59,47,121,0.39,124,377,0.33,9,22,0.41
Marshall,179150,15,21,0.71,167,322,0.52,25,70,0.36,29,69,0.42,48,107,0.45
Reynolds,175827,2,3,0.67,29,58,0.50,11,31,0.35,2,7,0.29,3,4,0.75
Dailey,180974,34,52,0.65,2,6,0.33,29,67,0.43,13,34,0.38,69,152,0.45
Huntley,178905,33,45,0.73,20,34,0.59,52,126,0.41,66,194,0.34,67,149,0.45
Gillis,180719,23,41,0.56,63,129,0.49,69,167,0.41,81,217,0.37,113,222,0.51
Gates,176705,4,6,0.67,40,69,0.58,25,46,0.54,42,111,0.38,16,34,0.47
Holcomb,174503,1,2,0.50,4,7,0.57,2,5,0.40,2,4,0.50,1,4,0.25
Pierce,181027,0,0,0.00,18,26,0.69,2,4,0.50,1,2,0.50,5,8,0.62
Hawk,181083,0,0,0.00,0,3,0.00,4,6,0.67,3,4,0.75,0,0,0.00
Adel,188962,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Baldwin,185144,0,1,0.00,48,102,0.47,0,4,0.00,0,1,0.00,2,12,0.17
Isaac,185744,23,32,0.72,13,15,0.87,19,51,0.37,23,69,0.33,80,172,0.47
Close,179172,9,13,0.69,38,67,0.57,26,75,0.35,86,237,0.36,34,68,0.50
Erwin,175641,5,5,1.00,206,357,0.58,40,69,0.58,9,29,0.31,10,26,0.38
Moyer,186327,3,5,0.60,233,387,0.60,19,44,0.43,5,23,0.22,8,23,0.35
Todd,179758,41,65,0.63,28,46,0.61,60,166,0.36,59,189,0.31,175,374,0.47
Ellis,179187,56,81,0.69,15,21,0.71,49,137,0.36,53,152,0.35,183,359,0.51
May,179964,1,1,1.00,99,168,0.59,10,26,0.38,3,14,0.21,4,5,0.80
James,174901,1,2,0.50,23,40,0.57,6,26,0.23,20,45,0.44,16,37,0.43
Pedersen,178878,17,30,0.57,4,14,0.29,24,63,0.38,58,174,0.33,55,106,0.52
Mitchell,180988,0,1,0.00,11,23,0.48,23,38,0.61,36,96,0.38,2,6,0.33
Barrett,180183,0,0,0.00,7,13,0.54,2,2,1.00,0,1,0.00,0,1,0.00
Benton,187221,1,1,1.00,1,1,1.00,0,1,0.00,1,2,0.50,1,1,1.00
Brooks,177139,0,0,0.00,2,2,1.00,2,7,0.29,3,9,0.33,1,2,0.50
Wilburn,175324,0,0,0.00,0,0,0.00,0,1,0.00,1,2,0.50,0,1,0.00
Dennis,181039,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Colson,189606,2,2,1.00,2,4,0.50,1,6,0.17,3,8,0.38,3,5,0.60
Peek,185496,3,4,0.75,166,293,0.57,11,28,0.39,17,46,0.37,15,26,0.58
Gaskins,188366,0,0,0.00,8,13,0.62,1,2,0.50,0,0,0.00,1,1,1.00
Pineda,181107,19,29,0.66,39,74,0.53,36,79,0.46,63,172,0.37,61,109,0.56
Bergstrom,188684,7,12,0.58,0,0,0.00,7,15,0.47,7,13,0.54,17,41,0.41
Williams,173841,2,4,0.50,158,267,0.59,28,50,0.56,22,55,0.40,14,22,0.64
Porter,180617,45,67,0.67,15,30,0.50,56,124,0.45,76,214,0.36,111,240,0.46
Heaton,177324,2,4,0.50,179,313,0.57,11,39,0.28,9,34,0.26,8,25,0.32
Foss,177524,95,123,0.77,27,56,0.48,95,193,0.49,100,275,0.36,197,411,0.48
Taylor,173753,33,44,0.75,21,46,0.46,53,89,0.60,103,311,0.33,43,91,0.47
Barnes,186705,1,1,1.00,47,96,0.49,6,13,0.46,3,16,0.19,7,14,0.50
Hughes,178964,9,9,1.00,54,89,0.61,24,48,0.50,35,83,0.42,3,9,0.33
Marini,179239,3,6,0.50,19,34,0.56,3,8,0.38,2,12,0.17,20,33,0.61
Meyer,177552,5,6,0.83,81,161,0.50,75,171,0.44,89,242,0.37,15,42,0.36
Martinez,174365,1,1,1.00,65,130,0.50,2,8,0.25,0,1,0.00,5,17,0.29
Casini,184844,1,1,1.00,58,120,0.48,12,20,0.60,1,3,0.33,8,17,0.47
Moretti,180052,34,50,0.68,14,32,0.44,28,89,0.31,72,225,0.32,37,82,0.45
Ralston,177628,40,58,0.69,21,45,0.47,94,221,0.43,111,342,0.32,173,356,0.49
Lauer,180849,0,1,0.00,37,70,0.53,6,19,0.32,19,66,0.29,2,11,0.18
Rose,186577,0,0,0.00,80,147,0.54,2,6,0.33,1,8,0.12,6,13,0.46
Geary,179174,14,23,0.61,11,21,0.52,23,56,0.41,6,31,0.19,12,28,0.43
Jeter,187172,2,5,0.40,4,6,0.67,7,17,0.41,5,23,0.22,6,13,0.46
D`Alessandro,179701,2,2,1.00,1,2,0.50,1,2,0.50,4,7,0.57,1,3,0.33
Rizzo,183064,0,0,0.00,3,6,0.50,1,1,1.00,1,1,1.00,0,1,0.00
Hallman,187929,1,1,1.00,8,15,0.53,6,14,0.43,11,29,0.38,1,4,0.25
Gong,201754,0,0,0.00,0,0,0.00,1,1,1.00,0,3,0.00,1,3,0.33
Weinberg,203530,0,0,0.00,28,55,0.51,5,14,0.36,2,8,0.25,1,7,0.14
Taveras,187606,3,3,1.00,133,264,0.50,16,31,0.52,5,14,0.36,10,20,0.50
Kriz,203290,19,31,0.61,19,44,0.43,55,124,0.44,78,250,0.31,30,54,0.56
Bosco,204838,5,8,0.62,5,6,0.83,14,28,0.50,12,30,0.40,20,52,0.38
Boyd,188006,18,28,0.64,10,21,0.48,33,99,0.33,28,79,0.35,42,96,0.44
Tanner,177602,4,7,0.57,35,71,0.49,25,69,0.36,66,164,0.40,16,35,0.46
Fowler,189972,2,3,0.67,88,191,0.46,13,36,0.36,5,17,0.29,19,44,0.43
McMullin,176401,28,40,0.70,31,74,0.42,77,155,0.50,139,331,0.42,128,261,0.49
Castillo,182434,1,1,1.00,40,60,0.67,2,3,0.67,2,3,0.67,5,12,0.42
Cates,180555,1,2,0.50,1,4,0.25,0,6,0.00,3,17,0.18,2,5,0.40
Pineda,175364,1,1,1.00,0,0,0.00,0,1,0.00,0,0,0.00,5,7,0.71
Rupp,174993,0,0,0.00,5,11,0.45,1,2,0.50,0,0,0.00,0,1,0.00
Spencer,183311,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Muir,179571,17,24,0.71,30,69,0.43,41,84,0.49,118,261,0.45,54,115,0.47
Davis,180526,1,2,0.50,264,418,0.63,11,17,0.65,5,9,0.56,2,13,0.15
Watanabe,177504,1,2,0.50,205,344,0.60,7,12,0.58,1,3,0.33,10,31,0.32
Green,171141,70,82,0.85,33,64,0.52,53,125,0.42,117,279,0.42,53,116,0.46
Richards,177984,66,105,0.63,4,11,0.36,56,142,0.39,60,140,0.43,260,520,0.50
Jones,179656,26,32,0.81,7,9,0.78,13,41,0.32,29,81,0.36,31,72,0.43
Mills,187015,0,0,0.00,39,52,0.75,2,6,0.33,2,6,0.33,3,8,0.38
Diaz,187599,0,1,0.00,2,3,0.67,0,0,0.00,0,1,0.00,1,1,1.00
Brown,178851,35,41,0.85,21,51,0.41,58,134,0.43,2,12,0.17,58,99,0.59
Ricci,176307,4,5,0.80,1,1,1.00,2,6,0.33,5,14,0.36,2,5,0.40
Lucero,176832,3,8,0.38,131,222,0.59,4,11,0.36,2,8,0.25,22,40,0.55
Kavanagh,186260,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Burden,187961,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gray,191170,0,0,0.00,0,1,0.00,0,2,0.00,2,5,0.40,1,1,1.00
Kelsey,179558,2,3,0.67,174,298,0.58,16,35,0.46,4,23,0.17,9,21,0.43
Blank,186471,0,0,0.00,18,30,0.60,0,4,0.00,0,0,0.00,0,0,0.00
Horn,186591,15,20,0.75,12,20,0.60,27,60,0.45,32,88,0.36,17,44,0.39
Hamilton,188767,0,0,0.00,0,0,0.00,3,6,0.50,3,5,0.60,1,10,0.10
Steed,187520,0,0,0.00,0,0,0.00,1,1,1.00,0,1,0.00,0,2,0.00
Brown,170404,33,53,0.62,59,95,0.62,49,99,0.49,78,197,0.40,116,259,0.45
Kemp,179998,0,0,0.00,3,4,0.75,6,10,0.60,3,18,0.17,1,6,0.17
Hanson,174613,2,2,1.00,113,213,0.53,32,63,0.51,24,61,0.39,10,17,0.59
Barbieri,187093,1,1,1.00,30,65,0.46,12,31,0.39,23,63,0.37,0,4,0.00
Spaulding,172953,10,17,0.59,226,395,0.57,15,28,0.54,8,22,0.36,39,78,0.50
Wilkerson,169719,55,66,0.83,51,87,0.59,70,154,0.45,130,401,0.32,55,126,0.44
Pappalardo,173926,91,135,0.67,9,14,0.64,87,221,0.39,50,142,0.35,352,744,0.47
