Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Khateeb,197730,6,7,0.86,3,7,0.43,8,16,0.50,3,16,0.19,11,27,0.41
Yoder,196064,0,0,0.00,4,7,0.57,1,1,1.00,0,1,0.00,0,0,0.00
Staley,189911,1,2,0.50,36,87,0.41,1,2,0.50,1,2,0.50,5,10,0.50
Berg,184197,0,0,0.00,1,1,1.00,4,6,0.67,3,8,0.38,0,2,0.00
Andersen,188390,0,0,0.00,17,27,0.63,0,1,0.00,0,0,0.00,1,2,0.50
Chamberlin,188675,2,2,1.00,2,2,1.00,1,3,0.33,1,1,1.00,6,8,0.75
Whelan,178759,14,19,0.74,29,45,0.64,40,85,0.47,91,218,0.42,29,58,0.50
Hart,186016,5,12,0.42,105,182,0.58,15,37,0.41,2,18,0.11,30,83,0.36
Gilliam,180217,0,2,0.00,258,445,0.58,17,33,0.52,21,34,0.62,7,11,0.64
Filippini,180472,57,66,0.86,43,85,0.51,127,262,0.48,26,49,0.53,147,311,0.47
Wilson,178976,39,53,0.74,23,42,0.55,64,140,0.46,92,266,0.35,80,193,0.41
Velasco,185597,0,0,0.00,0,0,0.00,1,2,0.50,0,1,0.00,0,1,0.00
Jacobs,179647,10,14,0.71,72,126,0.57,42,102,0.41,61,136,0.45,70,139,0.50
DeJesus,195533,0,1,0.00,64,97,0.66,3,6,0.50,4,9,0.44,6,9,0.67
Mays,188007,16,20,0.80,6,14,0.43,12,36,0.33,32,93,0.34,27,53,0.51
Busch,186797,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Angelis,194599,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Greer,188748,0,0,0.00,1,2,0.50,1,1,1.00,1,6,0.17,0,1,0.00
Winter,192816,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Mayer,173905,15,17,0.88,85,148,0.57,74,143,0.52,114,287,0.40,27,59,0.46
Kemp,180531,2,7,0.29,277,456,0.61,29,57,0.51,31,60,0.52,17,40,0.42
Campbell,179985,9,11,0.82,333,550,0.61,10,22,0.45,10,28,0.36,34,70,0.49
Larsen,181766,26,34,0.76,14,28,0.50,37,85,0.44,103,316,0.33,19,48,0.40
Andrews,179326,35,52,0.67,26,50,0.52,31,84,0.37,87,231,0.38,106,218,0.49
Juricic,189002,0,0,0.00,16,22,0.73,5,17,0.29,14,44,0.32,3,10,0.30
Thys,188938,0,0,0.00,5,11,0.45,0,1,0.00,0,3,0.00,1,3,0.33
Brown,183203,4,4,1.00,86,154,0.56,10,28,0.36,11,30,0.37,7,16,0.44
Bench,181366,25,40,0.62,11,18,0.61,19,49,0.39,19,72,0.26,64,129,0.50
Chance,192440,2,3,0.67,3,4,0.75,2,3,0.67,15,31,0.48,2,2,1.00
Burks,191832,0,1,0.00,2,2,1.00,0,0,0.00,0,0,0.00,2,2,1.00
Justice,186262,1,1,1.00,1,1,1.00,0,1,0.00,0,1,0.00,1,4,0.25
Koehn,182701,15,29,0.52,64,121,0.53,51,108,0.47,50,134,0.37,62,140,0.44
Smiley,179685,5,6,0.83,142,249,0.57,2,9,0.22,5,17,0.29,12,23,0.52
D`Ignoto,179944,3,5,0.60,211,338,0.62,1,6,0.17,0,0,0.00,12,29,0.41
Stevenson,181040,38,54,0.70,35,56,0.62,67,162,0.41,126,327,0.39,102,221,0.46
Nolan,182732,70,100,0.70,13,28,0.46,51,133,0.38,35,116,0.30,222,470,0.47
Scott,191656,2,3,0.67,6,15,0.40,4,11,0.36,5,15,0.33,3,7,0.43
DeHart,189407,2,3,0.67,12,18,0.67,5,13,0.38,2,18,0.11,2,6,0.33
Kirk,182165,11,21,0.52,17,26,0.65,20,45,0.44,35,88,0.40,27,46,0.59
Robertson,180454,10,15,0.67,7,15,0.47,8,27,0.30,26,73,0.36,5,13,0.38
Gilbert,187435,17,27,0.63,126,232,0.54,34,84,0.40,39,110,0.35,73,160,0.46
Warren,175868,7,9,0.78,36,73,0.49,15,46,0.33,36,119,0.30,7,22,0.32
Joyner,176177,4,5,0.80,152,256,0.59,17,53,0.32,6,27,0.22,13,23,0.57
Cooley,174278,2,2,1.00,211,361,0.58,6,10,0.60,0,2,0.00,1,5,0.20
Valentini,186795,112,145,0.77,16,32,0.50,107,217,0.49,128,341,0.38,330,670,0.49
King,179408,48,79,0.61,19,34,0.56,43,120,0.36,91,226,0.40,145,320,0.45
Watson,190071,2,2,1.00,1,2,0.50,3,11,0.27,3,11,0.27,0,3,0.00
Kinder,185078,23,26,0.88,9,19,0.47,15,48,0.31,28,75,0.37,13,39,0.33
Doyle,182843,9,13,0.69,28,70,0.40,19,41,0.46,46,113,0.41,12,28,0.43
Hilliard,180551,1,3,0.33,54,115,0.47,5,10,0.50,4,8,0.50,11,18,0.61
McClain,187788,0,0,0.00,33,65,0.51,3,7,0.43,2,5,0.40,0,2,0.00
Heaton,194141,1,1,1.00,5,8,0.62,1,5,0.20,8,22,0.36,0,0,0.00
Robinson,188046,1,1,1.00,54,87,0.62,4,4,1.00,0,1,0.00,1,1,1.00
Street,196133,4,5,0.80,2,4,0.50,4,17,0.24,4,23,0.17,2,2,1.00
Costa,173709,14,17,0.82,40,98,0.41,53,124,0.43,100,256,0.39,36,76,0.47
Newton,186470,3,5,0.60,188,312,0.60,40,98,0.41,28,81,0.35,7,17,0.41
Smith,181829,2,4,0.50,152,273,0.56,4,8,0.50,2,8,0.25,13,32,0.41
Potter,180264,21,33,0.64,40,58,0.69,45,121,0.37,75,213,0.35,23,52,0.44
Medoza,181547,71,127,0.56,24,40,0.60,89,221,0.40,58,147,0.39,362,759,0.48
James,194870,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Schweitzer,192125,1,1,1.00,56,112,0.50,4,12,0.33,5,7,0.71,5,9,0.56
Turner,181895,3,6,0.50,27,52,0.52,24,55,0.44,29,111,0.26,13,18,0.72
Fuller,181741,1,2,0.50,4,5,0.80,2,6,0.33,14,26,0.54,9,16,0.56
Cash,178053,20,29,0.69,24,44,0.55,27,75,0.36,31,112,0.28,95,188,0.51
Bradley,186751,0,0,0.00,0,4,0.00,2,3,0.67,1,5,0.20,1,2,0.50
Denson,196315,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Henning,185916,8,10,0.80,65,117,0.56,74,154,0.48,130,380,0.34,20,61,0.33
Roberson,180585,4,5,0.80,111,217,0.51,44,120,0.37,66,205,0.32,9,28,0.32
Thomson,182537,2,3,0.67,142,276,0.51,4,5,0.80,2,3,0.67,13,29,0.45
Joyce,181088,34,43,0.79,30,65,0.46,45,104,0.43,15,56,0.27,15,35,0.43
Vinson,180782,19,35,0.54,9,18,0.50,24,65,0.37,72,215,0.33,55,105,0.52
Black,197018,6,9,0.67,2,5,0.40,7,21,0.33,8,19,0.42,7,22,0.32
Taylor,193727,0,1,0.00,0,0,0.00,1,1,1.00,0,2,0.00,0,0,0.00
Carrington,193064,2,2,1.00,26,43,0.60,0,3,0.00,0,1,0.00,4,6,0.67
Lockhart,187411,10,12,0.83,39,87,0.45,5,23,0.22,20,56,0.36,5,9,0.56
Stanford,182322,2,2,1.00,9,24,0.38,17,36,0.47,15,50,0.30,7,14,0.50
Russell,194645,1,1,1.00,42,75,0.56,8,19,0.42,2,8,0.25,8,13,0.62
Araujo,208394,0,0,0.00,2,4,0.50,1,1,1.00,0,2,0.00,0,0,0.00
James,184502,0,0,0.00,2,2,1.00,0,3,0.00,0,2,0.00,0,4,0.00
Moody,175067,21,33,0.64,119,249,0.48,27,61,0.44,28,75,0.37,68,112,0.61
Denton,180368,14,22,0.64,39,82,0.48,47,92,0.51,57,186,0.31,57,132,0.43
Hurst,183579,1,5,0.20,286,462,0.62,12,19,0.63,1,2,0.50,13,33,0.39
Thomassen,178049,34,48,0.71,18,27,0.67,38,105,0.36,37,102,0.36,84,186,0.45
England,177419,51,66,0.77,31,63,0.49,51,121,0.42,116,310,0.37,99,222,0.45
Watt,189180,0,0,0.00,40,67,0.60,0,0,0.00,2,2,1.00,3,5,0.60
Weiss,182523,1,1,1.00,10,14,0.71,3,9,0.33,9,20,0.45,0,0,0.00
Key,181283,10,16,0.62,10,14,0.71,11,41,0.27,19,56,0.34,25,56,0.45
Bocchi,177316,6,10,0.60,128,258,0.50,29,68,0.43,29,78,0.37,19,40,0.47
Gaddis,188877,12,20,0.60,6,10,0.60,20,47,0.43,22,60,0.37,54,105,0.51
Fingers,179105,0,0,0.00,7,11,0.64,1,6,0.17,5,7,0.71,2,8,0.25
Bolin,191937,3,4,0.75,3,3,1.00,1,5,0.20,0,4,0.00,0,1,0.00
Werner,180659,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Charles,173795,41,58,0.71,40,61,0.66,99,185,0.54,140,391,0.36,94,202,0.47
Beasley,179884,2,5,0.40,198,367,0.54,13,25,0.52,6,32,0.19,26,49,0.53
Glover,181983,0,0,0.00,190,321,0.59,20,35,0.57,3,15,0.20,9,15,0.60
Campbell,186946,26,33,0.79,14,20,0.70,30,67,0.45,21,83,0.25,80,169,0.47
Crutchfield,176372,39,68,0.57,18,27,0.67,39,118,0.33,52,164,0.32,186,385,0.48
Lowe,184271,2,2,1.00,68,113,0.60,7,14,0.50,8,14,0.57,6,19,0.32
Smith,173933,5,7,0.71,63,104,0.61,11,29,0.38,6,20,0.30,14,32,0.44
Lombardo,192583,0,2,0.00,0,1,0.00,7,11,0.64,4,11,0.36,2,4,0.50
Rockwell,191145,3,4,0.75,48,101,0.48,29,76,0.38,59,176,0.34,6,16,0.38
Langdon,196655,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Herrera,193070,1,1,1.00,10,22,0.45,8,28,0.29,8,27,0.30,2,5,0.40
Lemke,181550,5,12,0.42,105,225,0.47,47,129,0.36,37,97,0.38,46,99,0.46
Reddick,183973,1,3,0.33,185,342,0.54,21,41,0.51,12,32,0.38,10,19,0.53
Ray,182300,2,2,1.00,150,291,0.52,3,6,0.50,0,1,0.00,5,8,0.62
Caudill,186286,27,33,0.82,56,107,0.52,73,173,0.42,7,28,0.25,36,83,0.43
Porter,179984,48,69,0.70,14,24,0.58,46,132,0.35,72,207,0.35,181,388,0.47
Long,200654,4,5,0.80,12,23,0.52,6,23,0.26,17,43,0.40,3,9,0.33
Eze,189050,41,49,0.84,31,54,0.57,50,141,0.35,3,9,0.33,65,147,0.44
Hickman,181319,0,0,0.00,9,21,0.43,1,5,0.20,0,1,0.00,3,4,0.75
Ewing,175614,0,0,0.00,4,7,0.57,5,13,0.38,8,23,0.35,1,3,0.33
Roberts,189266,0,0,0.00,1,2,0.50,0,1,0.00,0,0,0.00,1,2,0.50
Dodd,186486,0,0,0.00,0,3,0.00,1,1,1.00,2,5,0.40,1,1,1.00
Blackman,193680,4,5,0.80,18,40,0.45,7,11,0.64,0,4,0.00,5,8,0.62
Page,187856,7,8,0.88,89,152,0.59,47,115,0.41,72,181,0.40,8,24,0.33
Russell,181648,3,5,0.60,168,285,0.59,23,64,0.36,27,69,0.39,23,45,0.51
Cowley,185995,4,5,0.80,160,271,0.59,26,67,0.39,14,32,0.44,11,24,0.46
Deaton,185633,33,51,0.65,17,34,0.50,30,89,0.34,55,173,0.32,106,219,0.48
Blount,180870,26,33,0.79,13,22,0.59,19,53,0.36,42,126,0.33,72,136,0.53
Moya,193046,5,8,0.62,0,2,0.00,4,14,0.29,5,19,0.26,8,13,0.62
Boyle,191575,1,3,0.33,138,228,0.61,5,14,0.36,1,4,0.25,10,13,0.77
Camarillo,185582,31,36,0.86,19,40,0.47,34,66,0.52,116,296,0.39,57,112,0.51
Copeland,182175,5,10,0.50,42,80,0.53,44,83,0.53,73,161,0.45,21,41,0.51
Esquivel,184415,3,3,1.00,4,11,0.36,8,18,0.44,4,18,0.22,6,11,0.55
King,193085,0,0,0.00,2,2,1.00,0,1,0.00,0,2,0.00,0,0,0.00
Hurst,188699,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Mackay,193258,12,19,0.63,21,42,0.50,41,82,0.50,162,441,0.37,8,29,0.28
Bernard,181769,3,4,0.75,204,383,0.53,20,41,0.49,28,84,0.33,20,34,0.59
Bojani&cacute;,196246,3,4,0.75,112,157,0.71,7,10,0.70,1,7,0.14,14,21,0.67
Potts,193656,15,18,0.83,35,69,0.51,50,119,0.42,87,212,0.41,32,67,0.48
Murphy,178750,34,39,0.87,28,46,0.61,68,156,0.44,65,217,0.30,79,179,0.44
Alvarado,185643,1,1,1.00,0,0,0.00,0,1,0.00,0,0,0.00,1,1,1.00
Keen,176300,0,0,0.00,2,4,0.50,0,0,0.00,0,1,0.00,0,1,0.00
James,193810,2,2,1.00,36,54,0.67,25,41,0.61,23,61,0.38,6,13,0.46
Enberg,187948,18,23,0.78,7,12,0.58,19,56,0.34,27,80,0.34,44,91,0.48
Quinn,184982,11,16,0.69,3,5,0.60,9,38,0.24,0,2,0.00,31,57,0.54
Cannon,195588,1,2,0.50,0,0,0.00,1,2,0.50,2,2,1.00,1,1,1.00
Massey,194560,1,2,0.50,9,9,1.00,1,1,1.00,0,2,0.00,3,5,0.60
Bayer,180244,6,7,0.86,93,157,0.59,59,133,0.44,85,252,0.34,12,23,0.52
Weaver,175833,19,28,0.68,75,147,0.51,29,82,0.35,54,148,0.36,94,209,0.45
Peck,178685,0,0,0.00,33,49,0.67,2,4,0.50,2,8,0.25,0,2,0.00
Good,177000,41,64,0.64,35,58,0.60,61,120,0.51,130,345,0.38,101,178,0.57
Owens,180859,43,51,0.84,47,66,0.71,45,91,0.49,140,398,0.35,59,140,0.42
Bell,182648,4,5,0.80,13,28,0.46,2,9,0.22,4,22,0.18,2,5,0.40
Reese,179902,0,1,0.00,3,6,0.50,3,3,1.00,3,5,0.60,1,2,0.50
Mills,175157,12,15,0.80,36,48,0.75,10,22,0.45,21,60,0.35,39,68,0.57
Broome,175174,6,6,1.00,153,270,0.57,24,63,0.38,15,45,0.33,13,15,0.87
Graves,192496,1,1,1.00,1,1,1.00,0,1,0.00,0,1,0.00,1,1,1.00
McGuire,173760,10,19,0.53,93,146,0.64,58,131,0.44,105,284,0.37,38,96,0.40
Picco,177328,2,2,1.00,160,267,0.60,18,44,0.41,19,48,0.40,9,11,0.82
Hacker,177995,8,10,0.80,171,284,0.60,36,65,0.55,16,51,0.31,16,35,0.46
Duffy,192778,18,24,0.75,9,17,0.53,37,69,0.54,44,124,0.35,17,42,0.40
Burt,181961,41,45,0.91,27,40,0.68,35,67,0.52,112,324,0.35,44,110,0.40
Lima,196534,1,3,0.33,11,26,0.42,7,21,0.33,16,49,0.33,1,5,0.20
Gavin,190573,3,5,0.60,114,207,0.55,8,21,0.38,7,21,0.33,14,31,0.45
Tripp,185184,10,13,0.77,17,37,0.46,34,61,0.56,68,182,0.37,5,11,0.45
Whitehead,184323,63,90,0.70,25,47,0.53,32,83,0.39,74,221,0.33,122,248,0.49
Sparks,183617,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Sams,194428,0,0,0.00,2,3,0.67,0,0,0.00,0,0,0.00,0,0,0.00
Page,189612,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Luca,189985,0,0,0.00,0,2,0.00,3,6,0.50,4,8,0.50,1,3,0.33
Saunders,179007,17,21,0.81,39,71,0.55,61,130,0.47,47,168,0.28,21,50,0.42
Pike,174745,4,9,0.44,44,97,0.45,14,37,0.38,22,45,0.49,39,88,0.44
Banks,185444,3,8,0.38,118,227,0.52,38,77,0.49,32,81,0.40,19,46,0.41
Quarles,177658,59,80,0.74,40,79,0.51,81,174,0.47,179,421,0.43,146,295,0.49
Cruz,176494,58,81,0.72,15,28,0.54,55,125,0.44,62,194,0.32,249,503,0.50
Pittman,183700,7,7,1.00,34,61,0.56,6,12,0.50,10,27,0.37,12,26,0.46
Burr,179828,20,29,0.69,61,122,0.50,15,44,0.34,22,72,0.31,71,146,0.49
Grant,176981,7,7,1.00,148,272,0.54,23,42,0.55,20,55,0.36,11,32,0.34
Gipson,187847,1,3,0.33,3,6,0.50,0,6,0.00,4,13,0.31,8,14,0.57
Watson,196445,0,0,0.00,1,1,1.00,0,0,0.00,0,2,0.00,1,1,1.00
Gallagher,191440,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Hammonds,190950,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Dean,187734,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Parnell,190940,1,1,1.00,7,20,0.35,1,1,1.00,1,2,0.50,1,1,1.00
Sexton,190255,0,0,0.00,0,1,0.00,1,2,0.50,1,4,0.25,0,0,0.00
Blank,196213,0,0,0.00,4,8,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Graham,195286,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hargrove,196355,3,5,0.60,6,14,0.43,7,14,0.50,9,36,0.25,12,18,0.67
Sager,187936,10,13,0.77,67,113,0.59,6,16,0.38,7,20,0.35,20,45,0.44
Rowland,191725,3,4,0.75,252,446,0.57,18,33,0.55,2,14,0.14,9,24,0.38
Hardwick,193555,13,15,0.87,1,4,0.25,5,12,0.42,14,34,0.41,16,32,0.50
Richmond,196477,5,5,1.00,1,1,1.00,8,10,0.80,14,34,0.41,3,13,0.23
Griffith,175981,1,2,0.50,142,243,0.58,25,66,0.38,18,45,0.40,7,8,0.88
Burns,187169,19,25,0.76,3,15,0.20,12,35,0.34,26,75,0.35,16,36,0.44
Martin,186053,22,30,0.73,56,109,0.51,25,57,0.44,47,144,0.33,41,86,0.48
Maxey,185913,72,93,0.77,20,32,0.62,59,151,0.39,51,139,0.37,181,393,0.46
Andrews,182639,15,28,0.54,10,20,0.50,27,83,0.33,29,89,0.33,102,205,0.50
Moser,189961,0,2,0.00,123,205,0.60,1,3,0.33,0,1,0.00,2,5,0.40
Davis,175998,5,6,0.83,51,82,0.62,43,99,0.43,113,281,0.40,5,14,0.36
Hope,188380,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Marr,189409,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Acuna,183137,4,6,0.67,41,104,0.39,45,96,0.47,58,193,0.30,17,36,0.47
Kelley,187932,3,5,0.60,57,116,0.49,13,24,0.54,2,9,0.22,9,27,0.33
Calhoun,183245,3,5,0.60,146,303,0.48,6,11,0.55,3,12,0.25,8,20,0.40
Wickens,189560,21,25,0.84,27,60,0.45,9,29,0.31,39,124,0.31,24,44,0.55
Rae,183408,31,37,0.84,24,38,0.63,59,154,0.38,64,218,0.29,50,116,0.43
Clymer,195581,16,32,0.50,6,16,0.38,13,56,0.23,19,74,0.26,60,124,0.48
Aldridge,195445,0,0,0.00,9,23,0.39,3,7,0.43,2,3,0.67,1,2,0.50
Hagen,194779,0,0,0.00,12,33,0.36,12,31,0.39,9,46,0.20,4,11,0.36
Martini,194496,5,6,0.83,2,5,0.40,7,23,0.30,11,28,0.39,5,17,0.29
Ponce,183733,0,0,0.00,3,6,0.50,0,5,0.00,2,12,0.17,4,7,0.57
Lawrence,192134,0,0,0.00,5,8,0.62,7,14,0.50,9,21,0.43,1,6,0.17
Horn,185003,48,67,0.72,33,52,0.63,56,149,0.38,85,185,0.46,141,290,0.49
Vann,188181,2,3,0.67,156,294,0.53,5,17,0.29,1,5,0.20,22,59,0.37
Carroll,179046,8,10,0.80,230,408,0.56,3,12,0.25,7,27,0.26,34,77,0.44
Wen,183286,27,33,0.82,22,37,0.59,19,47,0.40,79,223,0.35,16,31,0.52
Behrens,177425,41,64,0.64,19,28,0.68,90,229,0.39,4,17,0.24,157,337,0.47
Watts,178843,9,10,0.90,25,61,0.41,37,76,0.49,60,187,0.32,10,19,0.53
Scott,201314,3,3,1.00,0,2,0.00,4,8,0.50,1,12,0.08,6,11,0.55
Day,198178,2,2,1.00,74,120,0.62,4,14,0.29,6,19,0.32,4,13,0.31
Stewart,197378,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Allen,192254,2,4,0.50,1,4,0.25,3,12,0.25,4,13,0.31,7,13,0.54
Hicks,197002,1,1,1.00,2,4,0.50,3,11,0.27,5,19,0.26,3,8,0.38
Chapman,187467,1,1,1.00,0,0,0.00,1,2,0.50,0,0,0.00,1,1,1.00
Bair,188079,5,6,0.83,33,65,0.51,43,93,0.46,38,147,0.26,15,40,0.38
Peterson,192050,0,0,0.00,97,204,0.48,14,36,0.39,13,28,0.46,8,20,0.40
Sweet,174760,0,0,0.00,247,411,0.60,13,36,0.36,4,14,0.29,4,16,0.25
Scales,188054,58,99,0.59,24,50,0.48,38,133,0.29,65,190,0.34,147,293,0.50
Johnson,182352,45,54,0.83,30,44,0.68,80,168,0.48,66,186,0.35,114,240,0.47
Dooley,182131,1,1,1.00,57,99,0.58,0,4,0.00,1,1,1.00,2,7,0.29
Munro,204894,5,9,0.56,5,10,0.50,11,21,0.52,14,47,0.30,9,22,0.41
Wardle,201450,7,13,0.54,43,85,0.51,30,62,0.48,22,59,0.37,20,39,0.51
Hardy,174504,11,14,0.79,16,34,0.47,20,42,0.48,24,78,0.31,16,44,0.36
Lucas,184907,0,0,0.00,2,2,1.00,0,0,0.00,0,5,0.00,1,1,1.00
Harkins,183416,2,2,1.00,4,4,1.00,1,2,0.50,2,4,0.50,1,2,0.50
Becerra,186804,0,0,0.00,6,9,0.67,0,1,0.00,0,1,0.00,1,1,1.00
Keeler,184339,2,2,1.00,23,49,0.47,13,39,0.33,32,90,0.36,3,11,0.27
Hastings,181448,6,9,0.67,178,302,0.59,15,36,0.42,17,50,0.34,28,47,0.60
Monk,191569,1,1,1.00,63,131,0.48,3,10,0.30,4,8,0.50,1,2,0.50
Lauer,186680,89,114,0.78,25,39,0.64,59,143,0.41,97,265,0.37,180,389,0.46
McDonald,185373,91,110,0.83,25,42,0.60,63,151,0.42,92,257,0.36,328,644,0.51
Ross,186279,6,17,0.35,12,13,0.92,12,32,0.38,10,31,0.32,25,55,0.45
Rhodes,186086,1,1,1.00,18,22,0.82,5,11,0.45,6,16,0.38,1,4,0.25
Harrison,179291,52,80,0.65,19,39,0.49,42,107,0.39,33,137,0.24,112,236,0.47
Chamberlain,190684,0,0,0.00,97,195,0.50,10,20,0.50,1,18,0.06,3,8,0.38
Bellamy,189502,0,0,0.00,4,7,0.57,2,4,0.50,0,0,0.00,1,2,0.50
Montero,195718,7,9,0.78,74,136,0.54,58,114,0.51,70,206,0.34,18,54,0.33
Little,185616,6,10,0.60,32,67,0.48,48,104,0.46,115,282,0.41,16,33,0.48
Tillman,188511,3,3,1.00,30,60,0.50,13,27,0.48,35,92,0.38,8,19,0.42
McGarry,188163,2,4,0.50,231,400,0.58,4,15,0.27,0,5,0.00,6,13,0.46
Filippini,185508,43,55,0.78,31,51,0.61,57,121,0.47,144,400,0.36,23,52,0.44
Bates,186372,56,83,0.67,19,25,0.76,41,113,0.36,40,122,0.33,190,382,0.50
Buckner,187147,0,0,0.00,51,100,0.51,10,34,0.29,1,4,0.25,0,4,0.00
Lucero,186816,1,1,1.00,2,6,0.33,1,3,0.33,3,8,0.38,0,4,0.00
Duval,185043,14,27,0.52,9,12,0.75,13,32,0.41,14,54,0.26,44,79,0.56
Bruce,183789,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Singleton,179972,3,3,1.00,168,288,0.58,52,109,0.48,17,52,0.33,11,17,0.65
Kidwell,178581,0,0,0.00,1,1,1.00,1,1,1.00,0,0,0.00,0,1,0.00
Pagan,194708,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hairston,180511,12,20,0.60,80,154,0.52,51,134,0.38,79,217,0.36,48,90,0.53
Hubbard,179285,10,11,0.91,206,316,0.65,50,97,0.52,31,104,0.30,14,22,0.64
Parker,191931,2,2,1.00,128,227,0.56,8,23,0.35,5,21,0.24,11,20,0.55
Tafoya,180979,81,101,0.80,25,38,0.66,54,135,0.40,53,135,0.39,108,219,0.49
Adams,181840,74,111,0.67,29,44,0.66,69,177,0.39,94,266,0.35,260,538,0.48
Espinoza,190661,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Archer,189767,3,3,1.00,6,12,0.50,7,17,0.41,14,49,0.29,1,6,0.17
Burt,184070,22,27,0.81,8,20,0.40,23,63,0.37,59,135,0.44,54,109,0.50
Hensley,183001,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Solis,201834,0,0,0.00,110,213,0.52,10,31,0.32,6,16,0.38,0,9,0.00
Fleming,184680,0,0,0.00,1,3,0.33,0,1,0.00,1,3,0.33,0,1,0.00
Thomson,210110,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Cassidy,175056,31,42,0.74,93,165,0.56,72,185,0.39,0,7,0.00,123,239,0.51
Lawton,174972,10,14,0.71,295,475,0.62,29,50,0.58,0,0,0.00,40,73,0.55
Platt,179155,2,2,1.00,354,552,0.64,6,13,0.46,0,1,0.00,6,19,0.32
East,187472,34,40,0.85,20,32,0.62,16,59,0.27,80,179,0.45,13,43,0.30
DeJesus,180372,32,44,0.73,10,22,0.45,28,73,0.38,95,249,0.38,75,153,0.49
Heredia,184817,2,3,0.67,1,4,0.25,1,4,0.25,6,16,0.38,2,3,0.67
Markham,181576,11,13,0.85,25,43,0.58,27,56,0.48,56,172,0.33,5,14,0.36
Paul,180972,3,4,0.75,164,256,0.64,26,56,0.46,0,1,0.00,6,18,0.33
Hopper,196162,1,1,1.00,1,1,1.00,0,0,0.00,0,2,0.00,0,0,0.00
Cox,188356,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Love,191655,1,1,1.00,1,1,1.00,1,2,0.50,0,4,0.00,0,1,0.00
Myers,177666,15,17,0.88,121,208,0.58,45,120,0.38,61,151,0.40,25,52,0.48
Haskell,178743,1,1,1.00,101,193,0.52,68,135,0.50,65,172,0.38,7,12,0.58
Spivey,177336,1,1,1.00,104,185,0.56,9,20,0.45,6,14,0.43,3,7,0.43
Hammond,187565,37,50,0.74,29,53,0.55,41,106,0.39,115,327,0.35,12,42,0.29
Altman,175518,72,99,0.73,11,19,0.58,49,120,0.41,55,142,0.39,251,493,0.51
Arnett,186277,9,12,0.75,3,10,0.30,5,15,0.33,16,54,0.30,2,3,0.67
Mao,184772,0,0,0.00,49,83,0.59,13,22,0.59,5,12,0.42,0,4,0.00
Galarraga,181763,4,5,0.80,68,105,0.65,18,49,0.37,52,182,0.29,9,17,0.53
Brown,188262,19,29,0.66,30,44,0.68,18,45,0.40,66,182,0.36,29,51,0.57
Love,186526,1,2,0.50,0,1,0.00,1,2,0.50,1,8,0.12,2,4,0.50
Lucia,189517,0,0,0.00,7,8,0.88,0,0,0.00,1,1,1.00,0,0,0.00
Olivera,196305,0,0,0.00,1,1,1.00,0,0,0.00,0,5,0.00,2,2,1.00
Hyatt,189635,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,0,0.00
Payne,180509,15,19,0.79,52,113,0.46,31,69,0.45,63,165,0.38,37,79,0.47
Adamson,179075,1,1,1.00,318,496,0.64,12,35,0.34,1,1,1.00,4,7,0.57
Gallagher,180033,0,1,0.00,212,344,0.62,22,57,0.39,8,21,0.38,10,22,0.45
Turner,192122,28,33,0.85,35,57,0.61,36,100,0.36,125,350,0.36,16,33,0.48
Pena,191830,38,52,0.73,5,19,0.26,32,95,0.34,26,86,0.30,149,314,0.47
