Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Moore,194212,0,2,0.00,227,390,0.58,20,48,0.42,0,0,0.00,5,14,0.36
Donovan,194783,4,5,0.80,133,269,0.49,6,21,0.29,0,0,0.00,14,31,0.45
John,189397,61,79,0.77,22,50,0.44,28,82,0.34,145,397,0.37,49,92,0.53
Cardenal,190313,63,98,0.64,12,19,0.63,54,153,0.35,79,232,0.34,227,470,0.48
Roberts,212842,0,0,0.00,73,116,0.63,9,27,0.33,5,19,0.26,3,9,0.33
Barker,195882,0,0,0.00,47,85,0.55,0,9,0.00,1,3,0.33,3,10,0.30
Sewell,193591,2,2,1.00,13,29,0.45,10,25,0.40,21,48,0.44,1,4,0.25
Clements,204693,10,11,0.91,5,10,0.50,8,26,0.31,18,66,0.27,5,14,0.36
Hodges,199107,8,14,0.57,0,2,0.00,8,25,0.32,16,56,0.29,35,68,0.51
Fontenot,205989,1,1,1.00,16,23,0.70,2,6,0.33,1,3,0.33,1,3,0.33
Pavlenko,221138,0,0,0.00,12,15,0.80,2,5,0.40,0,1,0.00,0,2,0.00
Hicks,206127,5,5,1.00,1,1,1.00,3,6,0.50,3,10,0.30,3,6,0.50
Rider,199798,17,20,0.85,27,68,0.40,38,82,0.46,113,276,0.41,29,68,0.43
Nash,209464,1,2,0.50,59,122,0.48,11,32,0.34,1,2,0.50,13,24,0.54
Barnett,196175,1,1,1.00,94,162,0.58,8,19,0.42,0,0,0.00,5,11,0.45
Nicholson,207369,38,51,0.75,13,29,0.45,31,74,0.42,66,190,0.35,55,115,0.48
Perez,204582,9,13,0.69,5,11,0.45,13,32,0.41,11,43,0.26,8,27,0.30
Oakes,194381,3,5,0.60,139,287,0.48,6,10,0.60,3,13,0.23,11,28,0.39
Rayford,203145,28,39,0.72,4,11,0.36,11,46,0.24,42,109,0.39,34,72,0.47
Hinkle,188821,49,61,0.80,11,27,0.41,55,116,0.47,77,221,0.35,129,301,0.43
Green,192564,1,4,0.25,227,378,0.60,26,52,0.50,13,56,0.23,11,23,0.48
Browne,198902,0,0,0.00,9,17,0.53,8,18,0.44,8,33,0.24,1,8,0.12
Graff,205405,0,0,0.00,42,83,0.51,7,13,0.54,0,0,0.00,0,2,0.00
Holland,192059,28,38,0.74,58,132,0.44,75,170,0.44,42,112,0.38,98,179,0.55
Woodworth,194627,6,15,0.40,99,197,0.50,65,138,0.47,88,213,0.41,48,95,0.51
Mutombo,208898,1,2,0.50,250,430,0.58,4,9,0.44,0,2,0.00,8,10,0.80
Esquivel,189545,22,28,0.79,14,23,0.61,22,46,0.48,43,144,0.30,12,37,0.32
Hargreaves,195868,46,60,0.77,20,37,0.54,39,109,0.36,62,155,0.40,130,297,0.44
Brookes,190016,14,18,0.78,26,45,0.58,36,68,0.53,74,190,0.39,49,111,0.44
Billingsley,200831,0,2,0.00,13,23,0.57,4,10,0.40,1,5,0.20,1,1,1.00
Kambala,214462,0,1,0.00,53,100,0.53,10,23,0.43,7,14,0.50,3,4,0.75
Cash,199817,1,1,1.00,0,0,0.00,0,1,0.00,3,4,0.75,2,6,0.33
Greenwell,193109,1,1,1.00,2,2,1.00,1,5,0.20,0,4,0.00,0,0,0.00
Henry,220946,0,0,0.00,1,2,0.50,0,1,0.00,0,1,0.00,0,0,0.00
Barrett,202603,7,7,1.00,53,94,0.56,40,95,0.42,62,163,0.38,10,25,0.40
Hartley,196072,11,13,0.85,205,369,0.56,24,61,0.39,3,8,0.38,26,57,0.46
Wolfe,188996,2,3,0.67,170,339,0.50,13,18,0.72,0,0,0.00,11,20,0.55
Brandon,189808,36,58,0.62,20,31,0.65,32,82,0.39,31,81,0.38,86,155,0.55
Mercer,199804,52,73,0.71,9,15,0.60,25,85,0.29,31,81,0.38,136,279,0.49
O`Dwyer,196886,4,6,0.67,9,18,0.50,20,43,0.47,1,2,0.50,4,7,0.57
McDonough,195060,1,2,0.50,132,231,0.57,32,77,0.42,2,3,0.67,6,10,0.60
Dow,204995,12,17,0.71,11,21,0.52,20,61,0.33,27,87,0.31,17,34,0.50
Lawrence,198265,1,1,1.00,108,211,0.51,8,13,0.62,0,1,0.00,3,6,0.50
Ladd,205974,0,0,0.00,2,3,0.67,2,4,0.50,5,15,0.33,2,3,0.67
Marti,206355,2,2,1.00,1,1,1.00,2,10,0.20,11,20,0.55,2,19,0.11
Watkins,216530,0,0,0.00,14,20,0.70,0,1,0.00,0,0,0.00,1,4,0.25
Southard,200620,1,1,1.00,0,0,0.00,1,3,0.33,0,1,0.00,1,2,0.50
Bauer,202831,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Okotie,222378,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Shearer,204381,11,14,0.79,16,27,0.59,17,39,0.44,38,97,0.39,8,11,0.73
Maldonado,217330,2,3,0.67,25,45,0.56,7,14,0.50,17,50,0.34,3,11,0.27
James,221978,0,0,0.00,9,19,0.47,1,7,0.14,0,0,0.00,0,0,0.00
Gatlin,210203,1,1,1.00,5,8,0.62,5,16,0.31,5,17,0.29,4,8,0.50
Sullivan,196909,10,15,0.67,5,10,0.50,22,47,0.47,30,81,0.37,19,42,0.45
Gordon,192829,0,0,0.00,0,1,0.00,0,0,0.00,4,8,0.50,0,1,0.00
Willoughby,200461,0,1,0.00,25,61,0.41,3,8,0.38,4,6,0.67,1,2,0.50
Dorn,195349,0,1,0.00,0,0,0.00,4,6,0.67,1,4,0.25,1,3,0.33
East,196388,0,0,0.00,0,0,0.00,0,0,0.00,1,3,0.33,0,0,0.00
Murphy,197977,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Burns,192304,17,18,0.94,17,29,0.59,28,60,0.47,5,28,0.18,24,45,0.53
Cox,188800,13,22,0.59,187,335,0.56,14,45,0.31,3,13,0.23,64,130,0.49
McCracken,195313,1,4,0.25,225,418,0.54,14,35,0.40,14,42,0.33,7,17,0.41
Sheridan,190443,66,82,0.80,7,20,0.35,40,102,0.39,25,62,0.40,115,215,0.53
Satterfield,187915,40,61,0.66,19,36,0.53,54,137,0.39,75,220,0.34,159,354,0.45
Palacio,194303,2,2,1.00,93,158,0.59,5,15,0.33,7,28,0.25,5,11,0.45
Romo,193201,13,18,0.72,43,89,0.48,60,145,0.41,112,255,0.44,15,33,0.45
McCollum,199592,6,12,0.50,85,148,0.57,20,50,0.40,13,36,0.36,43,101,0.43
Carney,193219,4,7,0.57,295,493,0.60,17,32,0.53,4,28,0.14,20,48,0.42
Byers,201747,17,28,0.61,13,22,0.59,31,86,0.36,2,8,0.25,43,92,0.47
Douglas,196844,40,48,0.83,14,21,0.67,31,83,0.37,34,123,0.28,81,166,0.49
Wilkerson,202087,5,10,0.50,7,13,0.54,15,24,0.62,23,77,0.30,2,6,0.33
Martin,199412,0,1,0.00,102,170,0.60,4,5,0.80,0,0,0.00,10,27,0.37
Rea,206301,0,0,0.00,1,1,1.00,0,0,0.00,0,3,0.00,1,6,0.17
Bell,195047,1,1,1.00,25,46,0.54,3,12,0.25,2,5,0.40,4,10,0.40
Locke,201137,4,6,0.67,23,34,0.68,13,29,0.45,24,62,0.39,20,45,0.44
Terrell,204251,1,2,0.50,9,17,0.53,17,34,0.50,34,99,0.34,7,10,0.70
Fields,197662,0,1,0.00,1,3,0.33,1,1,1.00,3,5,0.60,1,3,0.33
Parker,199014,0,0,0.00,8,15,0.53,2,12,0.17,9,26,0.35,1,4,0.25
Connelly,200000,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Starr,195832,20,29,0.69,36,71,0.51,30,90,0.33,27,84,0.32,81,167,0.49
Schmitt,189465,3,5,0.60,152,274,0.55,30,60,0.50,22,55,0.40,14,29,0.48
Fields,203373,2,3,0.67,141,263,0.54,9,16,0.56,0,0,0.00,5,8,0.62
Gaskins,194572,23,37,0.62,25,47,0.53,53,114,0.46,109,323,0.34,73,151,0.48
Lemon,190460,14,16,0.88,12,21,0.57,43,107,0.40,6,22,0.27,18,46,0.39
Newsom,209682,4,4,1.00,11,22,0.50,14,43,0.33,5,33,0.15,16,30,0.53
Harris,198371,5,9,0.56,22,49,0.45,32,63,0.51,29,78,0.37,28,74,0.38
Marsh,203629,19,27,0.70,11,25,0.44,32,78,0.41,14,42,0.33,77,156,0.49
Musser,196604,0,0,0.00,3,4,0.75,1,2,0.50,2,7,0.29,1,3,0.33
Edwards,209147,0,0,0.00,37,66,0.56,2,10,0.20,4,6,0.67,1,3,0.33
Strong,206292,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Aguilar,204578,6,10,0.60,51,99,0.52,62,138,0.45,124,361,0.34,30,56,0.54
Franz,210051,2,3,0.67,111,215,0.52,16,43,0.37,6,24,0.25,10,22,0.45
Morrison,196279,2,3,0.67,64,123,0.52,0,3,0.00,1,2,0.50,7,14,0.50
Ventura,205785,17,20,0.85,15,38,0.39,37,97,0.38,59,189,0.31,16,46,0.35
Hinkle,193076,78,107,0.73,11,25,0.44,88,248,0.35,10,26,0.38,313,639,0.49
Randolph,202789,7,8,0.88,8,24,0.33,5,18,0.28,8,16,0.50,7,10,0.70
Hope,217610,4,6,0.67,80,176,0.45,15,42,0.36,11,37,0.30,10,20,0.50
Michel,201906,2,2,1.00,2,3,0.67,2,2,1.00,2,9,0.22,0,0,0.00
Holmes,199728,5,9,0.56,5,10,0.50,3,11,0.27,6,17,0.35,15,34,0.44
Burge,203446,1,1,1.00,10,22,0.45,9,20,0.45,10,29,0.34,1,4,0.25
Warren,206953,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Weiner,191493,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Marshall,195609,15,19,0.79,43,114,0.38,72,150,0.48,92,231,0.40,37,87,0.43
Parrish,193979,0,0,0.00,134,275,0.49,9,20,0.45,6,26,0.23,3,13,0.23
Carpenter,204612,0,0,0.00,48,72,0.67,0,1,0.00,1,3,0.33,3,19,0.16
Kirchner,208219,9,12,0.75,54,96,0.56,26,72,0.36,32,98,0.33,7,13,0.54
Keller,193601,55,71,0.77,31,55,0.56,58,161,0.36,96,314,0.31,128,266,0.48
Holt,195763,55,71,0.77,27,47,0.57,38,109,0.35,66,207,0.32,132,268,0.49
Bacon,199134,11,15,0.73,9,16,0.56,26,54,0.48,28,87,0.32,9,24,0.38
McGhee,196061,9,10,0.90,2,3,0.67,8,23,0.35,1,2,0.50,5,7,0.71
Shepard,202384,0,0,0.00,1,10,0.10,0,0,0.00,0,1,0.00,1,2,0.50
Bradley,210474,13,14,0.93,55,115,0.48,21,36,0.58,8,31,0.26,9,16,0.56
McCurdy,197797,0,0,0.00,3,3,1.00,1,2,0.50,3,5,0.60,1,1,1.00
Newman,207653,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Powell,210175,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00,1,1,1.00
Colombo,207925,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00
Bozic,206674,5,9,0.56,61,113,0.54,57,112,0.51,52,174,0.30,11,35,0.31
Boswell,198496,4,6,0.67,200,352,0.57,23,42,0.55,10,34,0.29,8,21,0.38
Wilder,196483,2,5,0.40,123,233,0.53,7,17,0.41,5,12,0.42,12,30,0.40
Shaw,214526,27,39,0.69,50,84,0.60,50,119,0.42,58,189,0.31,62,137,0.45
Murillo,195883,56,99,0.57,21,39,0.54,92,214,0.43,76,211,0.36,296,569,0.52
Shipp,204859,1,2,0.50,66,114,0.58,8,16,0.50,5,11,0.45,4,9,0.44
Correa,206393,19,24,0.79,12,17,0.71,18,42,0.43,22,64,0.34,5,24,0.21
Kilgore,195981,10,15,0.67,9,14,0.64,14,31,0.45,16,39,0.41,32,70,0.46
Fuller,201383,0,0,0.00,5,9,0.56,2,5,0.40,3,9,0.33,1,2,0.50
Baumgartner,207728,0,0,0.00,3,4,0.75,0,1,0.00,2,2,1.00,0,3,0.00
Saunders,203900,0,1,0.00,2,3,0.67,2,6,0.33,3,10,0.30,1,2,0.50
Corbin,197793,45,56,0.80,27,52,0.52,36,106,0.34,34,111,0.31,108,229,0.47
Lehtinen,221882,0,0,0.00,16,34,0.47,4,6,0.67,0,0,0.00,1,2,0.50
Wyrzyk,208152,1,3,0.33,160,274,0.58,4,12,0.33,0,0,0.00,9,22,0.41
Perdue,207534,0,0,0.00,4,4,1.00,2,6,0.33,8,24,0.33,2,4,0.50
Colombo,198142,5,5,1.00,3,4,0.75,5,10,0.50,4,12,0.33,15,35,0.43
Wesley,207484,0,0,0.00,18,35,0.51,2,3,0.67,2,2,1.00,0,2,0.00
Yang,215218,4,4,1.00,92,161,0.57,18,36,0.50,5,16,0.31,5,12,0.42
O`Neil,200905,50,75,0.67,12,22,0.55,52,140,0.37,44,119,0.37,191,443,0.43
Araujo,201089,20,25,0.80,11,35,0.31,38,84,0.45,63,195,0.32,16,39,0.41
Cordova,201287,9,10,0.90,50,81,0.62,33,84,0.39,51,155,0.33,7,19,0.37
Spahn,198169,11,17,0.65,8,22,0.36,19,42,0.45,44,127,0.35,6,14,0.43
Washington,192262,5,5,1.00,230,360,0.64,10,25,0.40,0,0,0.00,10,19,0.53
Scruggs,204969,1,1,1.00,10,14,0.71,4,7,0.57,5,19,0.26,0,2,0.00
Pinckney,194503,1,2,0.50,8,16,0.50,4,22,0.18,15,56,0.27,0,1,0.00
Cross,200877,1,1,1.00,12,24,0.50,0,1,0.00,1,2,0.50,1,1,1.00
Price,195573,1,1,1.00,4,8,0.50,0,0,0.00,0,0,0.00,1,3,0.33
Luter,206623,5,7,0.71,4,5,0.80,8,17,0.47,5,21,0.24,10,25,0.40
Amador,209005,0,1,0.00,2,2,1.00,3,5,0.60,6,19,0.32,1,2,0.50
Griffin,202976,1,2,0.50,69,110,0.63,14,31,0.45,11,37,0.30,1,5,0.20
Spence,197301,15,18,0.83,4,11,0.36,15,46,0.33,16,50,0.32,8,16,0.50
Burns,209468,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Alexander,207464,0,0,0.00,1,5,0.20,0,1,0.00,0,1,0.00,0,2,0.00
Bullock,195499,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Cushman,197785,53,72,0.74,41,71,0.58,75,161,0.47,118,309,0.38,134,270,0.50
Roy,203576,4,6,0.67,96,165,0.58,61,132,0.46,3,7,0.43,0,10,0.00
Wade,194725,1,2,0.50,215,326,0.66,30,59,0.51,18,43,0.42,8,20,0.40
Dial,189710,0,0,0.00,154,282,0.55,6,11,0.55,0,0,0.00,1,9,0.11
Dix,196085,63,112,0.56,13,31,0.42,73,155,0.47,83,215,0.39,268,514,0.52
Baldwin,208731,0,0,0.00,0,0,0.00,0,1,0.00,1,3,0.33,0,0,0.00
Daniel,206068,3,4,0.75,33,73,0.45,25,83,0.30,46,159,0.29,15,40,0.38
Koehler,194749,1,3,0.33,83,172,0.48,19,55,0.35,4,26,0.15,9,22,0.41
Lyons,196591,1,2,0.50,84,165,0.51,3,9,0.33,2,4,0.50,7,20,0.35
Kerr,196415,15,21,0.71,22,43,0.51,28,80,0.35,74,207,0.36,12,28,0.43
Serra,194675,82,130,0.63,18,34,0.53,64,193,0.33,51,165,0.31,323,655,0.49
Banks,203769,3,3,1.00,68,161,0.42,5,20,0.25,0,6,0.00,12,19,0.63
Hanlon,202189,2,2,1.00,10,26,0.38,3,12,0.25,1,2,0.50,4,9,0.44
Stepp,195693,3,4,0.75,2,4,0.50,3,11,0.27,3,10,0.30,2,6,0.33
Huffman,207628,11,13,0.85,5,16,0.31,14,42,0.33,19,79,0.24,16,26,0.62
Krueger,194692,2,4,0.50,2,8,0.25,9,29,0.31,12,51,0.24,4,19,0.21
Austin,208497,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hogan,203379,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Barron,192825,5,11,0.45,40,88,0.45,52,134,0.39,71,165,0.43,42,88,0.48
Garrett,204236,4,7,0.57,108,196,0.55,18,36,0.50,8,33,0.24,23,53,0.43
Napoli,199925,2,3,0.67,117,207,0.57,1,10,0.10,0,1,0.00,8,16,0.50
Schuster,194734,54,69,0.78,38,64,0.59,69,157,0.44,88,264,0.33,99,201,0.49
Peoples,192662,53,69,0.77,23,41,0.56,62,134,0.46,124,327,0.38,149,324,0.46
Saunders,207558,0,0,0.00,24,45,0.53,8,16,0.50,5,19,0.26,0,2,0.00
Roland,196311,0,0,0.00,0,0,0.00,0,0,0.00,0,3,0.00,0,0,0.00
Sanders,200496,17,25,0.68,7,12,0.58,12,51,0.24,6,31,0.19,89,177,0.50
Delgadillo,189255,5,6,0.83,6,9,0.67,10,27,0.37,15,67,0.22,7,18,0.39
Sellers,207937,1,1,1.00,2,4,0.50,3,7,0.43,4,4,1.00,2,3,0.67
Whitney,206176,2,4,0.50,0,0,0.00,2,4,0.50,5,17,0.29,5,7,0.71
Bailey,209159,0,0,0.00,35,49,0.71,2,7,0.29,4,9,0.44,2,6,0.33
Petit,206762,2,4,0.50,18,34,0.53,10,18,0.56,30,92,0.33,6,9,0.67
Herron,202407,0,0,0.00,67,105,0.64,3,9,0.33,4,14,0.29,2,4,0.50
Kone,213910,15,25,0.60,31,75,0.41,48,139,0.35,102,236,0.43,70,124,0.56
Wood,195751,8,9,0.89,186,376,0.49,8,23,0.35,0,2,0.00,39,80,0.49
Latimer,198864,1,1,1.00,70,148,0.47,8,18,0.44,2,6,0.33,6,11,0.55
Curran,201375,18,28,0.64,46,83,0.55,31,72,0.43,27,82,0.33,52,112,0.46
Flynn,195263,103,156,0.66,29,53,0.55,81,230,0.35,102,267,0.38,396,809,0.49
Novotný,222282,19,24,0.79,23,35,0.66,27,73,0.37,40,134,0.30,16,42,0.38
Webb,202396,2,2,1.00,1,1,1.00,1,2,0.50,0,3,0.00,1,1,1.00
Grant,199421,6,7,0.86,16,42,0.38,24,55,0.44,22,63,0.35,18,30,0.60
Avery,204541,2,3,0.67,15,27,0.56,2,6,0.33,3,3,1.00,2,6,0.33
Haggerty,200193,1,1,1.00,15,33,0.45,0,1,0.00,0,2,0.00,1,3,0.33
Reece,207737,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Saunders,201625,0,0,0.00,1,1,1.00,2,3,0.67,1,2,0.50,0,1,0.00
Waggoner,209234,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Doyle,192588,9,11,0.82,31,77,0.40,41,93,0.44,102,274,0.37,24,54,0.44
Tate,198209,15,21,0.71,167,310,0.54,43,88,0.49,32,79,0.41,53,109,0.49
Watkins,200404,13,18,0.72,209,369,0.57,10,44,0.23,1,6,0.17,53,104,0.51
Davison,208115,26,44,0.59,18,32,0.56,35,82,0.43,60,170,0.35,60,135,0.44
Butler,195497,41,52,0.79,20,30,0.67,71,182,0.39,5,28,0.18,102,217,0.47
Kung,207063,7,8,0.88,28,58,0.48,16,31,0.52,11,35,0.31,6,14,0.43
Andrews,201007,8,16,0.50,63,119,0.53,7,18,0.39,0,4,0.00,32,61,0.52
Corral,202369,0,0,0.00,9,18,0.50,0,0,0.00,0,2,0.00,1,1,1.00
Jimenez,197773,1,1,1.00,9,19,0.47,3,11,0.27,10,28,0.36,0,1,0.00
Hahn,203808,0,0,0.00,9,18,0.50,1,4,0.25,0,2,0.00,1,2,0.50
Thurston,207473,2,2,1.00,2,4,0.50,7,13,0.54,4,13,0.31,4,14,0.29
Calhoun,195325,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,1,2,0.50
Graham,198558,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
King,202752,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00
Custer,198000,26,33,0.79,33,75,0.44,49,133,0.37,87,267,0.33,59,122,0.48
Harrell,201123,5,5,1.00,124,210,0.59,23,43,0.53,15,39,0.38,11,20,0.55
Jennings,200439,0,0,0.00,146,269,0.54,16,31,0.52,4,19,0.21,6,14,0.43
Finocchiaro,208757,49,85,0.58,11,20,0.55,67,165,0.41,55,164,0.34,198,412,0.48
Taylor,190920,28,44,0.64,9,16,0.56,30,80,0.38,22,92,0.24,117,216,0.54
Dowell,199665,6,8,0.75,1,1,1.00,1,8,0.12,0,4,0.00,12,31,0.39
Faulkner,218974,16,17,0.94,26,50,0.52,44,87,0.51,36,132,0.27,14,30,0.47
Judd,196788,0,1,0.00,30,62,0.48,5,13,0.38,2,7,0.29,4,5,0.80
Sato,207889,0,0,0.00,27,56,0.48,1,2,0.50,0,0,0.00,2,4,0.50
Barber,201136,22,25,0.88,4,8,0.50,14,32,0.44,13,60,0.22,23,44,0.52
Elliott,196723,0,0,0.00,1,1,1.00,0,1,0.00,0,0,0.00,0,0,0.00
Riggins,203597,1,1,1.00,0,0,0.00,0,0,0.00,1,9,0.11,1,1,1.00
Thompson,205759,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Purvis,198153,4,6,0.67,49,99,0.49,42,119,0.35,87,286,0.30,12,32,0.38
Schulte,190835,0,0,0.00,105,202,0.52,33,78,0.42,71,217,0.33,17,44,0.39
Straub,190492,5,12,0.42,236,447,0.53,2,10,0.20,9,31,0.29,33,68,0.49
Dunn,207095,26,32,0.81,8,17,0.47,29,69,0.42,37,99,0.37,42,91,0.46
Arthur,198676,40,50,0.80,12,25,0.48,29,83,0.35,37,136,0.27,109,230,0.47
Holmes,194093,0,0,0.00,5,9,0.56,0,1,0.00,0,2,0.00,0,0,0.00
Burleson,189766,5,7,0.71,38,87,0.44,6,32,0.19,19,56,0.34,15,29,0.52
Tackett,209329,11,16,0.69,7,12,0.58,27,71,0.38,28,78,0.36,10,21,0.48
Hicks,197107,19,25,0.76,14,33,0.42,17,49,0.35,25,77,0.32,44,78,0.56
Harmon,193277,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00
Kraus,209323,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,1,1,1.00
Wilson,208995,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Grady,203820,3,5,0.60,4,11,0.36,8,13,0.62,10,27,0.37,9,18,0.50
Fraley,201237,4,4,1.00,175,290,0.60,2,10,0.20,1,2,0.50,9,18,0.50
Wagner,223446,0,1,0.00,28,48,0.58,0,2,0.00,0,1,0.00,2,5,0.40
Conner,205009,23,32,0.72,14,21,0.67,16,36,0.44,21,70,0.30,6,20,0.30
Gleason,210223,5,8,0.62,2,6,0.33,4,13,0.31,6,23,0.26,10,17,0.59
Fanelli,209566,23,29,0.79,17,27,0.63,9,24,0.38,49,127,0.39,10,17,0.59
McDowell,199479,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,1,0.00
Polk,195547,1,2,0.50,189,315,0.60,13,19,0.68,5,13,0.38,5,15,0.33
Hays,204463,0,0,0.00,7,11,0.64,0,1,0.00,0,0,0.00,0,2,0.00
McLemore,197860,0,0,0.00,0,0,0.00,1,1,1.00,1,3,0.33,2,3,0.67
Gossett,199349,6,8,0.75,8,14,0.57,8,21,0.38,8,23,0.35,19,41,0.46
Hooper,194464,51,64,0.80,39,71,0.55,45,94,0.48,28,88,0.32,137,236,0.58
Shields,192000,1,2,0.50,252,380,0.66,13,37,0.35,4,5,0.80,12,32,0.38
Stenstrom,191136,30,44,0.68,6,11,0.55,28,65,0.43,30,93,0.32,82,146,0.56
Mendenhall,196500,25,35,0.71,33,85,0.39,36,94,0.38,3,11,0.27,80,157,0.51
Hiller,199661,1,1,1.00,19,39,0.49,4,14,0.29,3,11,0.27,3,8,0.38
Siegl,197024,2,3,0.67,107,214,0.50,3,11,0.27,5,11,0.45,19,30,0.63
Green,201966,25,28,0.89,26,46,0.57,42,78,0.54,90,250,0.36,28,49,0.57
Holloway,193795,46,66,0.70,18,32,0.56,42,139,0.30,43,137,0.31,138,315,0.44
Miles,197176,5,5,1.00,33,79,0.42,53,125,0.42,4,10,0.40,20,33,0.61
Blackburn,196823,11,23,0.48,109,205,0.53,9,20,0.45,2,4,0.50,72,143,0.50
Arrington,199828,7,9,0.78,3,6,0.50,5,15,0.33,5,16,0.31,8,22,0.36
Braun,195803,2,3,0.67,7,11,0.64,9,21,0.43,18,63,0.29,3,4,0.75
Vincent,196440,0,1,0.00,7,10,0.70,6,12,0.50,10,28,0.36,2,8,0.25
Fortune,210199,1,1,1.00,43,75,0.57,1,1,1.00,0,1,0.00,2,6,0.33
Burgess,197728,2,2,1.00,1,1,1.00,1,7,0.14,2,14,0.14,0,1,0.00
Spear,207905,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wright,203107,5,9,0.56,32,94,0.34,53,109,0.49,61,174,0.35,22,46,0.48
Moore,203465,1,1,1.00,193,326,0.59,47,94,0.50,13,39,0.33,8,18,0.44
Flood,194975,2,3,0.67,60,112,0.54,1,2,0.50,1,2,0.50,7,12,0.58
Knight,212778,26,33,0.79,25,44,0.57,49,125,0.39,67,191,0.35,32,74,0.43
McCrary,196143,63,101,0.62,38,61,0.62,124,280,0.44,108,310,0.35,340,743,0.46
Gannon,204747,1,3,0.33,6,15,0.40,16,38,0.42,16,55,0.29,10,22,0.45
Logan,205919,2,2,1.00,54,110,0.49,10,17,0.59,5,14,0.36,6,10,0.60
Young,192689,4,4,1.00,6,15,0.40,13,25,0.52,21,59,0.36,11,17,0.65
Samuels,208315,4,6,0.67,10,23,0.43,14,33,0.42,21,65,0.32,5,11,0.45
Sevcik,208770,0,0,0.00,0,2,0.00,1,5,0.20,1,1,1.00,0,1,0.00
Good,209711,3,3,1.00,1,1,1.00,2,6,0.33,2,3,0.67,1,1,1.00
McHenry,205800,0,0,0.00,2,4,0.50,0,1,0.00,0,0,0.00,0,0,0.00
Paulsen,196371,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Roth,195201,11,13,0.85,47,89,0.53,64,125,0.51,106,302,0.35,15,26,0.58
McLean,202757,0,0,0.00,24,57,0.42,2,6,0.33,0,0,0.00,1,2,0.50
Hudson,190715,4,8,0.50,319,505,0.63,6,17,0.35,0,1,0.00,31,71,0.44
Brown,193511,39,53,0.74,45,78,0.58,65,129,0.50,120,332,0.36,79,173,0.46
Hoy,194211,39,47,0.83,12,20,0.60,74,186,0.40,2,12,0.17,91,183,0.50
Laney,206435,0,0,0.00,26,42,0.62,0,4,0.00,0,1,0.00,0,3,0.00
Holt,195988,7,8,0.88,13,30,0.43,19,49,0.39,2,4,0.50,9,23,0.39
Frick,192617,0,0,0.00,150,296,0.51,7,16,0.44,1,3,0.33,8,13,0.62
Valera,202811,10,15,0.67,3,3,1.00,14,39,0.36,8,18,0.44,38,87,0.44
Payne,218638,5,8,0.62,9,16,0.56,5,16,0.31,12,30,0.40,10,25,0.40
Adamczyk,210570,2,2,1.00,1,1,1.00,1,3,0.33,1,4,0.25,1,1,1.00
Carlin,210165,0,0,0.00,3,7,0.43,0,5,0.00,0,2,0.00,0,1,0.00
Milla,202274,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Curry,198525,15,24,0.62,25,56,0.45,43,99,0.43,48,120,0.40,76,166,0.46
Durak,215834,4,6,0.67,67,127,0.53,10,26,0.38,10,27,0.37,9,15,0.60
Gai,216018,2,2,1.00,107,203,0.53,15,31,0.48,4,17,0.24,7,26,0.27
Grendahl,208098,40,49,0.82,33,51,0.65,48,98,0.49,90,233,0.39,51,88,0.58
