Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Irwin,192633,52,73,0.71,12,23,0.52,48,121,0.40,42,135,0.31,146,302,0.48
Blankenship,197776,4,4,1.00,36,81,0.44,4,5,0.80,0,1,0.00,12,28,0.43
Burton,196842,1,1,1.00,0,0,0.00,3,5,0.60,5,9,0.56,3,13,0.23
Sutcliffe,192497,21,29,0.72,17,34,0.50,35,70,0.50,40,123,0.33,32,64,0.50
James,186315,1,1,1.00,0,1,0.00,1,1,1.00,0,0,0.00,1,1,1.00
D`Ignoto,193737,3,5,0.60,4,5,0.80,4,18,0.22,1,1,1.00,12,23,0.52
Baumann,195932,0,2,0.00,22,38,0.58,1,3,0.33,0,2,0.00,6,11,0.55
Valdes,197672,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
Horner,179631,19,33,0.58,38,77,0.49,50,118,0.42,5,8,0.62,88,178,0.49
Young,188929,0,1,0.00,59,97,0.61,2,11,0.18,1,6,0.17,2,9,0.22
Barry,194756,1,2,0.50,153,270,0.57,10,31,0.32,1,7,0.14,2,10,0.20
Kimmel,186230,31,37,0.84,44,83,0.53,57,143,0.40,87,270,0.32,19,45,0.42
Madsen,179798,30,41,0.73,28,58,0.48,68,151,0.45,203,543,0.37,60,142,0.42
Pierre,195346,3,7,0.43,6,9,0.67,4,13,0.31,9,23,0.39,10,17,0.59
Herndon,195247,14,23,0.61,5,7,0.71,18,44,0.41,9,31,0.29,67,136,0.49
Nicholson,193827,3,3,1.00,84,150,0.56,10,30,0.33,8,21,0.38,14,31,0.45
Hensley,193291,2,2,1.00,5,15,0.33,8,13,0.62,7,27,0.26,8,10,0.80
Medlin,192463,0,0,0.00,16,30,0.53,0,3,0.00,0,1,0.00,0,2,0.00
Webb,192467,4,6,0.67,0,1,0.00,9,24,0.38,10,39,0.26,20,36,0.56
Reed,193920,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,1,0.00
Ward,200634,2,2,1.00,8,13,0.62,6,13,0.46,12,24,0.50,4,10,0.40
Johnston,210674,0,1,0.00,11,13,0.85,0,0,0.00,0,0,0.00,1,2,0.50
Miller,186675,5,13,0.38,284,462,0.61,25,47,0.53,20,47,0.43,28,50,0.56
Iliev,196230,48,66,0.73,25,48,0.52,53,121,0.44,120,304,0.39,103,222,0.46
Lambert,190751,10,14,0.71,2,9,0.22,23,58,0.40,40,84,0.48,33,68,0.49
Hall,179627,7,10,0.70,43,76,0.57,27,60,0.45,70,189,0.37,7,19,0.37
Nadir,193490,8,13,0.62,21,35,0.60,18,41,0.44,33,98,0.34,44,90,0.49
Urias,188411,0,2,0.00,63,117,0.54,3,8,0.38,0,3,0.00,4,10,0.40
Rose,183991,37,54,0.69,26,38,0.68,43,109,0.39,37,92,0.40,164,355,0.46
Wright,179237,1,1,1.00,55,93,0.59,19,34,0.56,21,46,0.46,3,8,0.38
Hinkle,194583,0,0,0.00,12,14,0.86,1,4,0.25,3,5,0.60,0,2,0.00
Martin,189481,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Lowe,188533,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bates,208650,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Donald,191652,1,1,1.00,2,3,0.67,0,0,0.00,4,10,0.40,0,2,0.00
Wilks,191269,9,12,0.75,55,118,0.47,72,159,0.45,89,260,0.34,20,55,0.36
Mosley,190291,6,13,0.46,71,139,0.51,16,33,0.48,21,68,0.31,17,32,0.53
McKinley,180766,2,3,0.67,132,263,0.50,36,84,0.43,20,65,0.31,5,12,0.42
Graham,184921,4,4,1.00,31,68,0.46,24,54,0.44,42,100,0.42,9,31,0.29
Saldivar,205070,19,23,0.83,11,17,0.65,21,53,0.40,37,114,0.32,29,63,0.46
Bush,179967,7,13,0.54,1,2,0.50,11,42,0.26,0,0,0.00,29,62,0.47
Murillo,192536,1,1,1.00,67,104,0.64,3,5,0.60,7,11,0.64,3,8,0.38
Cavallaro,191705,0,0,0.00,8,23,0.35,5,14,0.36,11,24,0.46,2,9,0.22
Gray,189294,63,73,0.86,13,32,0.41,52,125,0.42,69,195,0.35,107,232,0.46
Webb,188599,0,0,0.00,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00
Mason,187018,3,7,0.43,0,1,0.00,4,14,0.29,5,29,0.17,3,6,0.50
Manning,195173,0,0,0.00,6,13,0.46,4,8,0.50,1,10,0.10,1,2,0.50
Harlan,196703,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Allen,190985,5,11,0.45,61,134,0.46,48,123,0.39,72,221,0.33,35,64,0.55
Cagle,187468,2,4,0.50,65,92,0.71,7,17,0.41,2,5,0.40,11,19,0.58
Erb,195351,0,0,0.00,117,215,0.54,1,4,0.25,6,10,0.60,5,10,0.50
Oakley,190813,33,38,0.87,23,40,0.57,31,71,0.44,83,243,0.34,52,106,0.49
Wetzel,184656,26,33,0.79,13,24,0.54,36,83,0.43,55,176,0.31,45,102,0.44
Sheikh,212378,9,11,0.82,5,13,0.38,8,23,0.35,17,57,0.30,5,13,0.38
Morgan,196684,1,3,0.33,3,6,0.50,0,6,0.00,4,15,0.27,7,13,0.54
Moore,196521,0,0,0.00,11,18,0.61,1,2,0.50,0,1,0.00,2,2,1.00
Peacock,196070,2,6,0.33,106,218,0.49,15,45,0.33,16,58,0.28,28,70,0.40
Skidmore,192764,0,0,0.00,0,4,0.00,3,4,0.75,1,3,0.33,1,2,0.50
Napolitano,196117,0,0,0.00,0,0,0.00,1,3,0.33,1,3,0.33,0,0,0.00
Borders,194363,0,0,0.00,1,1,1.00,1,4,0.25,1,5,0.20,0,2,0.00
Abernathy,183205,29,38,0.76,42,78,0.54,54,123,0.44,134,358,0.37,62,134,0.46
Horak,198250,2,3,0.67,138,264,0.52,18,40,0.45,5,22,0.23,6,12,0.50
Graham,183373,3,3,1.00,56,92,0.61,8,18,0.44,6,10,0.60,8,10,0.80
Cook,190942,32,49,0.65,36,66,0.55,39,94,0.41,84,218,0.39,124,246,0.50
Radford,185117,39,49,0.80,21,44,0.48,53,123,0.43,126,337,0.37,84,178,0.47
Bradshaw,192416,5,8,0.62,3,9,0.33,7,19,0.37,33,99,0.33,4,8,0.50
Nelson,191086,0,2,0.00,3,10,0.30,9,14,0.64,13,29,0.45,7,18,0.39
Brown,190621,13,17,0.76,49,102,0.48,12,25,0.48,5,17,0.29,33,66,0.50
Tseng,187049,2,3,0.67,16,43,0.37,2,10,0.20,0,2,0.00,11,25,0.44
Lemaire,204410,1,2,0.50,2,6,0.33,1,10,0.10,5,15,0.33,2,7,0.29
Goins,188016,5,6,0.83,50,110,0.45,68,158,0.43,153,426,0.36,11,25,0.44
Puentes,188992,1,1,1.00,56,108,0.52,11,23,0.48,3,8,0.38,4,14,0.29
Earley,198349,3,5,0.60,110,219,0.50,17,33,0.52,3,9,0.33,7,14,0.50
Tanishige,196053,20,30,0.67,16,35,0.46,49,122,0.40,60,198,0.30,46,112,0.41
Abel,183795,20,25,0.80,17,28,0.61,28,76,0.37,104,301,0.35,17,53,0.32
Calhoun,190961,0,0,0.00,33,54,0.61,0,1,0.00,0,1,0.00,1,3,0.33
Henry,199923,8,11,0.73,58,109,0.53,36,71,0.51,40,117,0.34,30,60,0.50
Berger,199653,6,8,0.75,8,15,0.53,5,15,0.33,19,67,0.28,3,8,0.38
Box,179736,8,11,0.73,2,3,0.67,9,25,0.36,18,39,0.46,38,64,0.59
Robertson,186812,2,2,1.00,9,17,0.53,10,20,0.50,25,60,0.42,0,4,0.00
Michael,194771,0,1,0.00,0,0,0.00,0,2,0.00,0,6,0.00,0,0,0.00
Ruiz,191996,0,0,0.00,2,3,0.67,0,0,0.00,0,0,0.00,0,0,0.00
Rasmussen,194814,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wolfe,183009,22,32,0.69,54,92,0.59,35,80,0.44,68,168,0.40,85,140,0.61
Cardoso,195050,7,10,0.70,92,179,0.51,11,23,0.48,7,25,0.28,31,58,0.53
Doran,183423,1,1,1.00,81,148,0.55,1,2,0.50,0,0,0.00,1,9,0.11
Moffet,196626,26,34,0.76,18,29,0.62,28,69,0.41,97,235,0.41,18,39,0.46
Wood,186461,48,72,0.67,15,21,0.71,67,159,0.42,72,198,0.36,215,450,0.48
Ibrahim,208738,0,1,0.00,2,5,0.40,2,3,0.67,2,8,0.25,2,3,0.67
Curtin,195334,0,0,0.00,21,39,0.54,11,22,0.50,13,41,0.32,3,5,0.60
Beaver,187333,4,6,0.67,14,22,0.64,16,39,0.41,33,85,0.39,2,11,0.18
Elias,184448,12,15,0.80,70,119,0.59,19,41,0.46,42,118,0.36,27,57,0.47
Peng,187216,0,0,0.00,1,3,0.33,0,1,0.00,1,1,1.00,0,1,0.00
Douglas,198451,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
White,184948,9,11,0.82,61,127,0.48,51,118,0.43,57,157,0.36,20,51,0.39
Mitchell,195172,0,0,0.00,13,21,0.62,1,1,1.00,0,0,0.00,1,3,0.33
Edwards,204618,1,2,0.50,157,311,0.50,15,37,0.41,13,46,0.28,8,23,0.35
Hunter,197019,28,38,0.74,13,27,0.48,23,55,0.42,86,243,0.35,15,34,0.44
Burt,189617,30,38,0.79,11,23,0.48,47,110,0.43,100,253,0.40,37,91,0.41
Drummond,198631,11,15,0.73,9,17,0.53,8,36,0.22,25,70,0.36,27,47,0.57
Graham,198040,0,0,0.00,26,51,0.51,0,1,0.00,0,1,0.00,1,4,0.25
Griffin,189008,4,7,0.57,23,37,0.62,10,17,0.59,20,60,0.33,20,30,0.67
Moran,184985,8,11,0.73,9,12,0.75,15,34,0.44,27,66,0.41,28,50,0.56
Masterson,197037,0,0,0.00,25,39,0.64,0,0,0.00,0,0,0.00,0,3,0.00
Ford,190997,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Bush,185376,7,12,0.58,129,249,0.52,2,14,0.14,4,18,0.22,51,90,0.57
Stokes,200573,3,3,1.00,0,1,0.00,2,3,0.67,3,9,0.33,0,0,0.00
Perkins,197838,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Beard,192915,7,8,0.88,49,96,0.51,38,92,0.41,65,176,0.37,33,70,0.47
Johnson,194570,170,275,0.62,232,482,0.48,189,478,0.40,142,480,0.30,541,1119,0.48
Blount,195569,1,1,1.00,103,164,0.63,8,20,0.40,1,6,0.17,5,11,0.45
Willis,196937,31,42,0.74,46,73,0.63,75,168,0.45,73,255,0.29,51,124,0.41
Johnson,185168,170,275,0.62,232,482,0.48,189,478,0.40,142,480,0.30,541,1119,0.48
Apodaca,189668,6,8,0.75,14,18,0.78,9,27,0.33,16,44,0.36,11,16,0.69
Dalton,186962,0,0,0.00,1,7,0.14,7,9,0.78,4,8,0.50,0,2,0.00
Carroll,212754,1,1,1.00,22,49,0.45,15,25,0.60,24,71,0.34,5,10,0.50
John,186593,1,1,1.00,2,6,0.33,3,8,0.38,9,29,0.31,10,17,0.59
Augustine,199001,10,18,0.56,2,4,0.50,9,34,0.26,4,27,0.15,35,76,0.46
Davidson,181693,10,16,0.62,87,160,0.54,62,147,0.42,71,225,0.32,30,71,0.42
Fuller,214366,0,0,0.00,25,54,0.46,5,9,0.56,0,2,0.00,1,4,0.25
Gorman,201001,0,0,0.00,119,194,0.61,0,4,0.00,1,6,0.17,9,15,0.60
Broderick,199327,32,40,0.80,21,30,0.70,29,78,0.37,25,71,0.35,36,95,0.38
Holloway,183877,84,109,0.77,36,69,0.52,126,261,0.48,94,304,0.31,290,620,0.47
Trapp,189648,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Austin,200469,0,0,0.00,44,73,0.60,10,19,0.53,1,6,0.17,4,9,0.44
Liang,197167,0,0,0.00,95,154,0.62,9,26,0.35,10,27,0.37,3,9,0.33
McCauley,194702,4,5,0.80,12,28,0.43,14,36,0.39,12,45,0.27,7,13,0.54
Udaka,192495,20,29,0.69,6,11,0.55,19,58,0.33,23,59,0.39,35,75,0.47
Borden,191061,0,1,0.00,4,8,0.50,0,2,0.00,1,1,1.00,2,2,1.00
Kennedy,196455,0,0,0.00,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00
Richmond,187616,9,11,0.82,26,50,0.52,40,82,0.49,42,142,0.30,10,34,0.29
Maxwell,190231,3,3,1.00,133,261,0.51,12,42,0.29,10,43,0.23,11,22,0.50
Preston,185059,7,7,1.00,209,374,0.56,10,18,0.56,10,37,0.27,42,85,0.49
Jackson,193288,26,29,0.90,35,56,0.62,12,55,0.22,64,204,0.31,11,27,0.41
Hawkins,190398,40,52,0.77,12,30,0.40,43,117,0.37,62,193,0.32,106,238,0.45
Gaddis,197531,0,0,0.00,5,6,0.83,1,5,0.20,0,0,0.00,1,1,1.00
Abeyta,196382,3,4,0.75,19,30,0.63,16,50,0.32,0,4,0.00,11,26,0.42
Paz,193241,1,2,0.50,55,109,0.50,7,18,0.39,5,17,0.29,5,8,0.62
Lee,199881,5,8,0.62,1,4,0.25,6,13,0.46,11,33,0.33,4,9,0.44
Ortega,178957,1,1,1.00,11,23,0.48,6,20,0.30,15,42,0.36,3,7,0.43
Natale,194657,1,1,1.00,6,15,0.40,2,5,0.40,2,7,0.29,1,3,0.33
Hoppe,195673,0,0,0.00,0,0,0.00,0,1,0.00,1,8,0.12,0,2,0.00
Moore,197702,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Evans,192231,14,20,0.70,55,112,0.49,52,120,0.43,62,176,0.35,65,134,0.49
Johnson,194785,0,1,0.00,109,238,0.46,8,11,0.73,2,4,0.50,4,13,0.31
McGowan,183483,2,3,0.67,235,442,0.53,8,15,0.53,12,27,0.44,5,16,0.31
Winter,194590,23,32,0.72,23,39,0.59,45,105,0.43,36,125,0.29,32,80,0.40
Reyna,189128,55,92,0.60,19,45,0.42,67,159,0.42,70,212,0.33,247,509,0.49
Hamel,193683,1,1,1.00,2,7,0.29,5,7,0.71,6,18,0.33,1,1,1.00
Eddy,191728,1,3,0.33,16,26,0.62,6,9,0.67,2,8,0.25,4,8,0.50
Carter,189159,1,1,1.00,1,2,0.50,0,0,0.00,1,1,1.00,0,0,0.00
Carpenter,180769,15,20,0.75,1,2,0.50,8,25,0.32,8,25,0.32,46,88,0.52
Feller,192101,2,6,0.33,21,40,0.53,19,37,0.51,21,71,0.30,19,25,0.76
Hodges,183389,8,10,0.80,3,6,0.50,9,26,0.35,5,19,0.26,14,27,0.52
Ellis,208706,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Larson,191455,41,59,0.69,32,76,0.42,70,149,0.47,112,288,0.39,108,215,0.50
Gelashvili,200066,4,7,0.57,157,243,0.65,24,58,0.41,6,28,0.21,16,26,0.62
Hart,194714,1,1,1.00,105,169,0.62,6,9,0.67,5,7,0.71,8,13,0.62
Barros,199018,9,13,0.69,19,30,0.63,26,58,0.45,53,173,0.31,8,20,0.40
Burns,193626,34,54,0.63,13,27,0.48,51,116,0.44,106,300,0.35,100,221,0.45
Cherif,213402,0,2,0.00,39,77,0.51,12,22,0.55,6,17,0.35,4,8,0.50
Barnes,203258,1,1,1.00,3,8,0.38,6,12,0.50,4,11,0.36,1,2,0.50
Pohl,201242,24,35,0.69,1,4,0.25,15,44,0.34,20,64,0.31,86,153,0.56
Diya,200294,9,13,0.69,30,64,0.47,31,81,0.38,43,129,0.33,45,105,0.43
Juric,210190,5,6,0.83,2,2,1.00,4,11,0.36,8,30,0.27,5,12,0.42
Richard,195850,1,2,0.50,0,1,0.00,2,5,0.40,2,6,0.33,3,5,0.60
Hinton,193292,0,0,0.00,7,11,0.64,0,6,0.00,1,4,0.25,0,3,0.00
Pagano,193908,10,11,0.91,52,114,0.46,41,99,0.41,76,218,0.35,16,25,0.64
Ellison,192870,0,2,0.00,46,83,0.55,7,16,0.44,3,4,0.75,4,11,0.36
Daniel,196746,0,1,0.00,230,365,0.63,22,41,0.54,8,20,0.40,8,10,0.80
Cortes,196802,44,58,0.76,31,65,0.48,78,169,0.46,89,284,0.31,167,313,0.53
Velez,183636,49,66,0.74,25,42,0.60,54,160,0.34,100,259,0.39,178,389,0.46
Muir,193955,1,3,0.33,26,37,0.70,14,36,0.39,24,61,0.39,4,8,0.50
Finley,193040,0,0,0.00,77,115,0.67,3,5,0.60,0,1,0.00,0,5,0.00
Veliz,189075,13,17,0.76,12,20,0.60,40,93,0.43,2,9,0.22,15,39,0.38
Forsberg,203226,0,0,0.00,7,10,0.70,0,1,0.00,1,1,1.00,2,3,0.67
Carpenter,194316,0,0,0.00,0,1,0.00,1,3,0.33,3,5,0.60,1,2,0.50
Sherwood,192233,0,0,0.00,2,2,1.00,1,4,0.25,2,5,0.40,0,1,0.00
Young,198330,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,1,2,0.50
Priest,188527,7,8,0.88,101,218,0.46,43,98,0.44,41,108,0.38,27,59,0.46
Armstrong,194763,2,4,0.50,57,105,0.54,2,4,0.50,2,6,0.33,4,8,0.50
Nix,186063,2,2,1.00,187,324,0.58,46,95,0.48,15,41,0.37,3,11,0.27
Harding,190049,32,38,0.84,21,52,0.40,68,146,0.47,83,228,0.36,22,54,0.41
McKinley,184984,28,36,0.78,11,22,0.50,36,81,0.44,50,145,0.34,53,127,0.42
Day,192068,2,3,0.67,2,6,0.33,0,2,0.00,0,1,0.00,7,9,0.78
Bridges,191812,4,4,1.00,0,4,0.00,8,19,0.42,11,25,0.44,2,12,0.17
Robinson,185856,3,7,0.43,32,75,0.43,27,82,0.33,54,170,0.32,24,48,0.50
Spivey,196867,2,2,1.00,13,28,0.46,9,20,0.45,23,87,0.26,5,14,0.36
Gardner,210158,1,1,1.00,2,4,0.50,2,6,0.33,3,16,0.19,1,4,0.25
Perry,194853,0,2,0.00,1,3,0.33,0,1,0.00,2,4,0.50,5,6,0.83
Santini,198993,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Li,204546,14,19,0.74,16,46,0.35,27,56,0.48,21,66,0.32,43,94,0.46
Corbin,180283,9,21,0.43,151,305,0.50,17,38,0.45,27,72,0.38,44,89,0.49
Lang,182666,3,7,0.43,313,504,0.62,6,15,0.40,2,7,0.29,25,56,0.45
Oliver,181862,15,23,0.65,23,50,0.46,41,82,0.50,151,369,0.41,21,37,0.57
White,185719,13,20,0.65,15,25,0.60,29,80,0.36,47,113,0.42,65,133,0.49
Warren,193791,2,2,1.00,7,13,0.54,9,29,0.31,10,31,0.32,9,22,0.41
Olivarez,186596,2,6,0.33,7,14,0.50,10,30,0.33,14,39,0.36,5,10,0.50
Ruiz,204626,0,0,0.00,10,15,0.67,0,5,0.00,1,4,0.25,1,6,0.17
Bagwell,198912,1,1,1.00,2,6,0.33,4,8,0.50,2,10,0.20,1,5,0.20
Haugen,193652,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wills,183742,3,5,0.60,87,177,0.49,66,122,0.54,138,346,0.40,12,30,0.40
Clery,195602,4,6,0.67,112,214,0.52,23,61,0.38,12,38,0.32,11,19,0.58
Meredith,186045,13,20,0.65,139,251,0.55,21,46,0.46,16,54,0.30,63,160,0.39
Teague,198843,22,31,0.71,10,15,0.67,23,49,0.47,28,85,0.33,14,36,0.39
Daniel,190695,28,36,0.78,27,55,0.49,71,171,0.42,59,218,0.27,61,138,0.44
Gibbs,199765,2,2,1.00,16,28,0.57,17,38,0.45,16,79,0.20,6,12,0.50
Dunn,199108,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
McGovern,190832,1,1,1.00,2,2,1.00,1,6,0.17,1,8,0.12,1,6,0.17
Anglin,181689,3,4,0.75,20,48,0.42,4,14,0.29,14,43,0.33,5,11,0.45
Paul,200591,1,4,0.25,19,32,0.59,28,46,0.61,17,68,0.25,4,13,0.31
Coles,191092,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,1,0.00
Ripley,199886,0,0,0.00,0,1,0.00,0,1,0.00,1,6,0.17,0,1,0.00
Linn,188052,10,14,0.71,38,79,0.48,35,89,0.39,135,366,0.37,12,30,0.40
Sanders,197317,2,5,0.40,47,93,0.51,11,38,0.29,23,72,0.32,12,25,0.48
Hodge,196138,0,0,0.00,272,493,0.55,5,15,0.33,1,5,0.20,6,16,0.38
Sheldon,179505,41,58,0.71,23,43,0.53,37,110,0.34,35,121,0.29,90,201,0.45
Tolbert,179487,4,5,0.80,3,7,0.43,7,18,0.39,8,22,0.36,14,41,0.34
Beam,194191,7,11,0.64,13,22,0.59,11,29,0.38,20,88,0.23,5,13,0.38
Musial,194022,1,1,1.00,10,17,0.59,11,21,0.52,10,30,0.33,7,12,0.58
Harvey,192120,3,5,0.60,58,117,0.50,8,18,0.44,14,30,0.47,11,20,0.55
Gaddis,191200,34,41,0.83,13,27,0.48,31,86,0.36,40,146,0.27,62,150,0.41
Williamson,193800,0,0,0.00,1,3,0.33,0,1,0.00,3,3,1.00,0,1,0.00
Reynolds,194510,0,0,0.00,3,5,0.60,1,2,0.50,0,0,0.00,0,0,0.00
Aldridge,200900,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Vest,181256,22,30,0.73,25,56,0.45,13,49,0.27,69,182,0.38,23,51,0.45
Matthews,184319,3,3,1.00,150,255,0.59,3,13,0.23,13,33,0.39,15,26,0.58
Schafer,179265,3,6,0.50,225,342,0.66,2,12,0.17,0,0,0.00,11,23,0.48
Godfrey,181691,68,83,0.82,47,73,0.64,59,130,0.45,145,373,0.39,137,268,0.51
Bailey,184542,45,62,0.73,14,17,0.82,54,116,0.47,42,137,0.31,137,299,0.46
Morton,189983,0,0,0.00,63,96,0.66,4,7,0.57,3,6,0.50,3,6,0.50
Teague,189928,31,47,0.66,23,38,0.61,36,64,0.56,66,169,0.39,87,178,0.49
Shaffer,194958,0,1,0.00,1,1,1.00,2,5,0.40,5,14,0.36,2,6,0.33
Scales,193807,0,0,0.00,57,96,0.59,4,7,0.57,1,3,0.33,4,7,0.57
Wade,193579,1,1,1.00,2,2,1.00,1,4,0.25,4,11,0.36,1,3,0.33
Bradley,199096,0,0,0.00,1,3,0.33,0,1,0.00,0,0,0.00,0,0,0.00
Thomas,199778,0,0,0.00,1,2,0.50,0,4,0.00,4,7,0.57,0,0,0.00
Dougherty,182380,5,6,0.83,33,67,0.49,16,30,0.53,47,136,0.35,7,23,0.30
Moore,194212,0,1,0.00,148,277,0.53,16,31,0.52,1,6,0.17,7,18,0.39
Watkins,186763,2,3,0.67,251,457,0.55,15,27,0.56,14,40,0.35,6,13,0.46
John,189397,34,48,0.71,29,49,0.59,42,101,0.42,129,406,0.32,26,64,0.41
Cardenal,190313,57,79,0.72,11,18,0.61,51,111,0.46,60,177,0.34,144,292,0.49
Donovan,194783,2,2,1.00,66,138,0.48,8,27,0.30,2,3,0.67,8,14,0.57
Sewell,193591,3,4,0.75,32,55,0.58,7,33,0.21,21,76,0.28,5,10,0.50
Kauffmann,186412,9,13,0.69,4,9,0.44,14,34,0.41,22,70,0.31,5,14,0.36
James,183172,17,20,0.85,10,14,0.71,42,78,0.54,0,4,0.00,37,81,0.46
Roberts,212842,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bartholomew,181016,13,23,0.57,45,84,0.54,60,126,0.48,96,245,0.39,51,104,0.49
Sargent,179303,14,22,0.64,265,438,0.61,35,62,0.56,2,12,0.17,45,103,0.44
Norton,178544,1,2,0.50,209,383,0.55,22,51,0.43,21,55,0.38,7,13,0.54
Haynes,183803,44,61,0.72,24,42,0.57,41,80,0.51,72,208,0.35,47,101,0.47
Lucia,186612,31,40,0.78,23,40,0.57,111,228,0.49,6,21,0.29,40,80,0.50
Oakes,194381,1,1,1.00,4,12,0.33,2,7,0.29,0,1,0.00,1,3,0.33
Hinkle,188821,11,14,0.79,1,7,0.14,18,34,0.53,17,52,0.33,28,58,0.48
Elias,186401,0,0,0.00,90,174,0.52,9,16,0.56,12,38,0.32,2,6,0.33
Rider,199798,10,15,0.67,3,9,0.33,15,27,0.56,17,55,0.31,9,19,0.47
Cash,188729,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Barnett,196175,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00,0,0,0.00
Richardson,187111,8,19,0.42,44,105,0.42,89,226,0.39,10,19,0.53,39,79,0.49
Kambala,214462,1,1,1.00,64,123,0.52,10,29,0.34,3,11,0.27,6,11,0.55
Mutombo,208898,0,1,0.00,169,306,0.55,4,10,0.40,4,14,0.29,6,12,0.50
Holland,192059,30,35,0.86,23,47,0.49,42,84,0.50,59,162,0.36,42,101,0.42
Hargreaves,195868,28,36,0.78,24,53,0.45,24,71,0.34,47,173,0.27,33,81,0.41
Seals,186427,1,2,0.50,41,87,0.47,10,18,0.56,2,6,0.33,6,9,0.67
Gil,185979,2,2,1.00,2,6,0.33,2,4,0.50,2,6,0.33,7,12,0.58
Woodworth,194627,2,3,0.67,26,52,0.50,14,27,0.52,4,20,0.20,9,17,0.53
Brookes,190016,8,9,0.89,7,8,0.88,15,30,0.50,23,69,0.33,23,55,0.42
Pierre,189822,14,18,0.78,17,27,0.63,19,45,0.42,42,120,0.35,11,27,0.41
Billingsley,200831,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Esquivel,189545,0,0,0.00,0,0,0.00,1,1,1.00,2,2,1.00,0,0,0.00
Cash,199817,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Graber,186127,10,11,0.91,35,74,0.47,22,59,0.37,74,196,0.38,5,15,0.33
Hoffmann,178923,0,4,0.00,185,333,0.56,20,43,0.47,12,47,0.26,14,38,0.37
Wolfe,188996,2,2,1.00,191,306,0.62,7,18,0.39,1,1,1.00,5,8,0.62
Blackman,179771,98,118,0.83,37,70,0.53,58,126,0.46,116,299,0.39,164,317,0.52
Rose,200766,53,67,0.79,11,21,0.52,39,90,0.43,98,266,0.37,149,312,0.48
Hartley,196072,2,2,1.00,137,234,0.59,12,21,0.57,0,1,0.00,2,10,0.20
Nordquist,194554,2,2,1.00,2,3,0.67,0,3,0.00,1,7,0.14,0,1,0.00
Brandon,189808,8,9,0.89,9,17,0.53,8,22,0.36,11,54,0.20,7,22,0.32
Brett,185015,33,35,0.94,12,29,0.41,12,41,0.29,26,69,0.38,18,43,0.42
Sexton,184803,1,1,1.00,0,1,0.00,0,0,0.00,0,1,0.00,1,1,1.00
Mercer,199804,0,0,0.00,0,0,0.00,0,0,0.00,3,5,0.60,0,0,0.00
Lawrence,198265,0,0,0.00,6,15,0.40,0,0,0.00,0,0,0.00,0,0,0.00
Southard,200620,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Frye,182489,21,30,0.70,37,74,0.50,32,77,0.42,96,232,0.41,41,86,0.48
Sutcliffe,179255,2,3,0.67,171,270,0.63,38,65,0.58,25,64,0.39,13,34,0.38
Cox,188800,6,10,0.60,164,293,0.56,7,18,0.39,2,9,0.22,43,66,0.65
Jennings,187545,60,76,0.79,16,30,0.53,46,96,0.48,45,149,0.30,113,226,0.50
Fairbanks,184848,63,89,0.71,14,24,0.58,71,159,0.45,71,182,0.39,248,522,0.48
Palacio,194303,0,0,0.00,48,92,0.52,3,15,0.20,5,13,0.38,1,5,0.20
Burns,192304,2,2,1.00,9,19,0.47,6,23,0.26,7,30,0.23,5,15,0.33
